left,right,add,sub
1415.55,1413.94,2829.49,1.61
1406.69,1394.6,2801.29,12.09
1417.97,1406.69,2824.66,11.28
1416.36,1406.69,2823.05,9.67
1430.86,1417.97,2848.83,12.89
1422.8,1415.55,2838.35,7.25
1405.08,1412.33,2817.41,-7.25
1412.33,1405.08,2817.41,7.25
1406.69,1425.22,2831.91,-18.53
1428.44,1430.86,2859.3,-2.42
1409.91,1428.44,2838.35,-18.53
1422.8,1433.28,2856.08,-10.48
1417.16,1422.8,2839.96,-5.64
1429.25,1419.58,2848.83,9.67
1430.86,1418.77,2849.63,12.09
1430.86,1429.25,2860.11,1.61
1432.47,1413.94,2846.41,18.53
1425.22,1425.22,2850.44,0
1421.19,1433.28,2854.47,-12.09
1441.33,1418.77,2860.1,22.56
1438.92,1430.05,2868.97,8.87
1430.05,1432.47,2862.52,-2.42
1429.25,1430.86,2860.11,-1.61
1422,1434.89,2856.89,-12.89
1446.17,1434.08,2880.25,12.09
1437.3,1432.47,2869.77,4.83
1436.5,1433.28,2869.78,3.22
1434.89,1428.44,2863.33,6.45
1439.72,1442.94,2882.66,-3.22
1439.72,1444.56,2884.28,-4.84
1431.67,1436.5,2868.17,-4.83
1434.08,1442.94,2877.02,-8.86
1444.56,1442.14,2886.7,2.42
1442.94,1428.44,2871.38,14.5
1545.26,1509.01,3054.27,36.25
1575.07,1533.98,3109.05,41.09
1548.49,1521.09,3069.58,27.4
1560.57,1558.15,3118.72,2.42
1548.49,1550.9,3099.39,-2.41
1533.18,1526.73,3059.91,6.45
1533.98,1521.9,3055.88,12.08
1541.24,1520.29,3061.53,20.95
1523.51,1509.81,3033.32,13.7
1529.15,1515.45,3044.6,13.7
1531.57,1508.2,3039.77,23.37
1513.84,1519.48,3033.32,-5.64
1517.87,1506.59,3024.46,11.28
1513.04,1513.84,3026.88,-0.8
1509.81,1548.49,3058.3,-38.68
1519.48,1542.04,3061.52,-22.56
1513.84,1544.46,3058.3,-30.62
1509.81,1547.68,3057.49,-37.87
1510.62,1549.29,3059.91,-38.67
1496.12,1539.62,3035.74,-43.5
1505.79,1542.04,3047.83,-36.25
1492.09,1536.4,3028.49,-44.31
1495.31,1533.98,3029.29,-38.67
1499.34,1533.98,3033.32,-34.64
1503.37,1519.48,3022.85,-16.11
1482.42,1507.4,2989.82,-24.98
1486.45,1509.81,2996.26,-23.36
1474.37,1508.2,2982.57,-33.83
1492.09,1513.84,3005.93,-21.75
1481.62,1496.12,2977.74,-14.5
1474.37,1516.26,2990.63,-41.89
1487.26,1508.2,2995.46,-20.94
1496.92,1496.12,2993.04,0.8
1492.9,1488.06,2980.96,4.84
1488.87,1488.06,2976.93,0.81
1488.06,1484.03,2972.09,4.03
1492.9,1482.42,2975.32,10.48
1486.45,1484.84,2971.29,1.61
1480.81,1484.84,2965.65,-4.03
1478.39,1478.39,2956.78,0
1487.26,1493.7,2980.96,-6.44
1494.51,1472.75,2967.26,21.76
1491.28,1470.34,2961.62,20.94
1491.28,1468.73,2960.01,22.55
1488.06,1487.26,2975.32,0.8
1482.42,1483.23,2965.65,-0.81
1473.56,1488.06,2961.62,-14.5
1482.42,1484.84,2967.26,-2.42
1480,1471.95,2951.95,8.05
1475.17,1479.2,2954.37,-4.03
1469.53,1475.17,2944.7,-5.64
1474.37,1472.75,2947.12,1.62
1492.09,1484.03,2976.12,8.06
1484.84,1510.62,2995.46,-25.78
1487.26,1481.62,2968.88,5.64
1476.78,1499.34,2976.12,-22.56
1477.59,1468.73,2946.32,8.86
