left,right,add,sub
1694.31,1038.5,2732.81,655.81
1681.42,1039.31,2720.73,642.11
1620.19,1040.92,2661.11,579.27
1610.52,1036.89,2647.41,573.63
1580.71,1031.25,2611.96,549.46
1555.74,1012.72,2568.46,543.02
1548.49,1039.31,2587.8,509.18
1547.68,1039.31,2586.99,508.37
1552.51,1046.56,2599.07,505.95
1557.35,1069.92,2627.27,487.43
1564.6,1065.09,2629.69,499.51
1561.38,1074.76,2636.14,486.62
1557.35,1088.45,2645.8,468.9
1555.74,1086.84,2642.58,468.9
1546.07,1106.18,2652.25,439.89
1559.77,1123.1,2682.87,436.67
1549.29,1136.79,2686.08,412.5
1555.74,1139.21,2694.95,416.53
1533.98,1139.21,2673.19,394.77
1525.93,1152.1,2678.03,373.83
1522.71,1147.27,2669.98,375.44
1523.51,1160.96,2684.47,362.55
1521.09,1160.16,2681.25,360.93
1563.79,1188.35,2752.14,375.44
1576.68,1199.63,2776.31,377.05
1563.79,1215.75,2779.54,348.04
1635.5,1236.69,2872.19,398.81
1667.72,1264.09,2931.81,403.63
1662.08,1259.25,2921.33,402.83
1637.11,1283.42,2920.53,353.69
1623.41,1285.03,2908.44,338.38
1645.97,1289.06,2935.03,356.91
1677.39,1264.09,2941.48,413.3
1658.86,1276.17,2935.03,382.69
1658.86,1289.06,2947.92,369.8
1637.11,1294.7,2931.81,342.41
1616.16,1315.65,2931.81,300.51
1637.92,1316.46,2954.38,321.46
1607.3,1328.54,2935.84,278.76
1603.27,1327.73,2931,275.54
1619.38,1322.9,2942.28,296.48
1611.33,1323.71,2935.04,287.62
1597.63,1335.79,2933.42,261.84
1586.35,1351.1,2937.45,235.25
1570.24,1353.52,2923.76,216.72
1500.15,1546.07,3046.22,-45.92
1417.16,1795.83,3212.99,-378.67
1301.95,1946.48,3248.43,-644.53
1189.16,1990.8,3179.96,-801.64
1123.1,2010.13,3133.23,-887.03
1101.34,2010.13,3111.47,-908.79
1092.48,1980.32,3072.8,-887.84
1097.31,1956.96,3054.27,-859.65
1087.65,1936.01,3023.66,-848.36
1105.37,1923.12,3028.49,-817.75
1102.15,1912.65,3014.8,-810.5
1141.63,1905.4,3047.03,-763.77
1113.43,1894.12,3007.55,-780.69
1124.71,1874.78,2999.49,-750.07
1123.1,1863.5,2986.6,-740.4
1142.43,1852.22,2994.65,-709.79
1147.27,1829.66,2976.93,-682.39
1147.27,1807.1,2954.37,-659.83
1162.57,1826.44,2989.01,-663.87
