start,,,
right,left,lighting led pin,
864.48,3131.62,0,10429680
876.56,3112.28,0,10551683
873.34,3131.62,0,10673691
887.04,3125.17,0,10795752
868.51,3138.06,0,10917661
876.56,3134.84,0,11039664
887.84,3131.62,0,11161661
889.45,3144.51,0,11290843
889.45,3125.17,0,11412609
899.12,3125.17,0,11534623
892.68,3131.62,0,11656661
878.98,3131.62,0,11785593
883.81,3133.23,0,11906589
880.59,3131.62,0,12027664
878.17,3134.84,2,12149598
887.84,3144.51,2,12270729
884.62,3138.06,2,12392649
841.11,3031.71,2,12514729
818.55,3005.13,2,12636649
816.94,3012.38,2,12758665
839.5,2980.15,2,12880649
844.34,2983.37,2,13002664
835.47,2996.26,2,13124629
837.89,3002.71,2,13246695
820.97,2980.15,2,13376531
829.83,2989.82,2,13497683
816.14,2989.82,2,13619598
834.67,2964.04,2,13741665
841.92,2978.54,2,13870577
845.14,2989.82,2,13991729
845.14,2976.93,2,14113691
840.31,2976.93,2,14235683
844.34,2970.48,2,14357680
850.78,2980.15,2,14479664
848.36,2954.37,0,14601661
863.67,2976.93,0,14723623
865.28,2964.04,0,14845680
878.17,3052.66,0,14967664
905.57,3073.61,0,15089609
915.23,3056.69,0,15211664
915.23,3105.83,0,15333609
907.18,3092.94,0,15454623
889.45,3109.06,0,15593123
912.82,3080.05,0,15714642
909.59,3080.05,0,15836629
904.76,3105.83,0,15965633
896.7,3089.72,0,16086589
903.96,3092.94,0,16207706
901.54,3109.06,0,16329649
902.34,3086.5,0,16451683
896.7,3079.25,0,16573649
894.29,3125.17,0,16695653
891.87,3112.28,0,16817609
895.09,3102.61,0,16938623
899.12,3102.61,1,17060608
899.12,3118.73,1,17182741
870.12,3131.62,1,17304598
906.37,3078.44,1,17425740
898.32,3054.27,1,17547599
894.29,3041.38,1,17669665
889.45,3047.83,1,17791599
943.43,3092.14,1,17912665
895.9,3051.05,1,18041567
889.45,3054.27,1,18162622
889.45,3059.91,1,18284680
889.45,3060.72,1,18406664
893.48,3067.16,1,18528609
889.45,3052.66,1,18649633
883.01,3052.66,1,18771692
887.84,3033.33,1,18893706
889.45,3052.66,1,19015691
895.09,3041.38,1,19137665
893.48,3038.16,1,19259629
892.68,3054.27,1,19381623
888.65,3060.72,2,19503609
895.9,3041.38,2,19624623
878.17,3030.1,2,19746629
839.5,2951.15,2,19868622
832.25,2947.92,2,19990661
838.7,2963.23,2,20119535
844.34,2954.37,2,20240649
839.5,2970.48,2,20362622
842.72,2960.82,2,20484609
856.42,2912.48,2,20605633
829.83,2973.71,2,20727649
852.39,2925.37,2,20849683
853.2,2962.43,2,20971649
853.2,2938.26,2,21093695
860.45,2964.04,2,21215598
857.23,2957.59,2,21343923
862.06,2970.48,2,21465680
861.25,2955.98,2,21587683
858.84,2947.92,2,21709649
859.64,2957.59,2,21831664
872.53,2954.37,1,21953599
876.56,2951.15,1,22075741
883.81,2967.26,1,22204598
891.87,3015.6,1,22325729
910.4,3054.27,1,22447660
910.4,3073.61,1,22569729
924.9,3047.83,1,22691714
910.4,3054.27,1,22813752
912.82,3047.83,1,22935737
910.4,3038.16,1,23065641
899.12,3034.94,1,23187679
912.82,3028.49,1,23309729
912.01,3054.27,1,23431771
907.98,3041.38,1,23553729
904.76,3047.83,1,23675680
915.23,3030.1,1,23797729
892.68,3031.71,1,23919691
907.18,3030.1,1,24041683
889.45,3040.58,1,24163661
899.12,3025.27,1,24292695
905.57,3030.1,0,24414650
887.84,3054.27,0,24536665
895.09,3034.94,0,24665589
893.48,3067.16,0,24786683
886.23,3092.94,0,24908661
886.23,3092.94,0,25030683
899.12,3083.28,0,25152726
897.51,3086.5,0,25274729
890.26,3080.05,0,25406461
894.29,3086.5,0,25527729
889.45,3138.06,0,25649714
889.45,3141.28,0,25771729
897.51,3125.17,0,25893679
880.59,3134.84,0,26015729
889.45,3138.06,0,26137661
892.68,3123.56,0,26259695
889.45,3138.06,0,26388577
878.17,3137.26,0,26509729
885.42,3150.95,0,26631680
894.29,3138.06,0,26753752
887.04,3167.07,2,26875737
892.68,3141.28,2,26997729
894.29,3125.17,2,27119726
850.78,3031.71,2,27241729
863.67,3015.6,2,27363661
836.28,3047.83,2,27485729
842.72,3028.49,2,27607661
819.36,3015.6,2,27728622
837.89,3005.93,2,27849661
837.89,3009.16,2,27971729
850.78,2989.82,2,28093726
849.17,2986.6,2,28215729
839.5,3008.35,2,28337661
855.62,2989.82,2,28496843
858.03,2999.49,2,28627719
845.95,3012.38,2,28753662
849.17,3028.49,2,28879739
879.79,3005.93,2,29005727
868.51,3002.71,2,29131728
858.84,3009.16,2,29257681
868.51,2999.49,1,29383601
872.53,2989.82,1,29509662
881.4,3013.99,1,29635682
879.79,3073.61,1,29761681
939.4,3047.83,1,29887663
913.62,3092.94,1,30013727
920.87,3076.83,1,30139716
903.96,3083.28,1,30265727
903.15,3057.5,1,30391717
909.59,3083.28,1,30517750
897.51,3080.05,1,30658979
904.76,3073.61,1,30784727
907.18,3080.05,1,30910663
900.73,3083.28,1,31036662
902.34,3084.89,1,31162728
915.23,3080.05,1,31288727
903.15,3083.28,1,31414728
906.37,3060.72,1,31547841
897.51,3089.72,1,31673631
889.45,3067.16,1,31799639
889.45,3102.61,2,31925682
908.79,3086.5,2,32051621
887.04,3080.05,2,32177663
854,3018.82,2,32303620
841.92,2989.82,2,32429682
837.89,2989.82,2,32555727
825.81,3012.38,2,32689631
847.56,2993.04,2,32822715
850.78,3002.71,2,32948652
851.59,2976.93,2,33074630
845.95,2978.54,2,33200611
850.78,2951.15,2,33326681
845.95,2983.37,2,33452621
863.67,2964.04,2,33578639
858.03,2960.82,2,33704651
861.25,2975.32,2,33830681
844.34,2995.46,2,33956601
866.09,2996.26,2,34089610
866.89,2980.15,2,34215601
871.73,2989.01,2,34341681
,,,
start,,,
right,left,lighting led pin,
889.45,3080.05,0,0
889.45,3079.25,0,233
884.62,3057.5,0,126209
876.56,3084.89,0,252127
880.59,3112.28,0,373734
941.02,3150.95,0,500127
867.7,3067.16,0,626194
873.34,3080.05,0,761890
863.67,3060.72,0,888133
860.45,3034.94,0,1014137
863.67,3041.38,0,1140194
876.56,3041.38,0,1266127
861.25,3054.27,0,1392194
858.84,3047.83,0,1518127
858.03,3022.05,0,1644206
857.23,3012.38,0,1770126
869.31,2996.26,0,1896194
883.81,3009.16,0,2022127
866.89,3053.47,0,2148123
863.67,3015.6,0,2274127
856.42,3028.49,0,2400123
858.84,3005.93,0,2533004
854,3009.16,0,2659113
850.78,2996.26,0,2785178
866.89,2964.04,0,2911194
860.45,2989.82,0,3037156
855.62,2996.26,0,3163123
863.67,3013.99,0,3289137
854,3015.6,0,3415113
863.67,2989.82,0,3541126
858.03,3004.32,0,3667123
868.51,3028.49,0,3793116
874.15,3012.38,0,3919123
876.56,2996.26,0,4045117
886.23,2983.37,0,4171123
887.04,2980.15,0,4297137
863.67,2983.37,0,4423217
877.37,3009.16,0,4549127
874.95,3015.6,0,4675123
890.26,2964.04,0,4808197
876.56,3002.71,0,4934123
872.53,3005.93,0,5060179
876.56,3002.71,0,5186206
878.17,3002.71,0,5312127
887.04,2986.6,0,5438164
878.98,3004.32,0,5564126
881.4,2996.26,0,5690152
876.56,3002.71,0,5816127
876.56,3004.32,0,5942123
880.59,3025.27,0,6068179
897.51,2976.93,0,6194194
884.62,3013.99,0,6320209
876.56,3009.16,0,6446206
878.98,3009.16,0,6572179
876.56,3013.99,0,6698194
952.29,3070.39,0,6824147
880.59,3009.16,0,6950123
876.56,3005.93,0,7083116
865.28,3031.71,0,7209175
877.37,3005.93,0,7342610
876.56,3022.05,1,7469217
883.01,3015.6,1,7595179
886.23,3012.38,1,7721262
879.79,3009.16,1,7847255
876.56,2989.82,1,7981102
871.73,2980.15,1,8107232
880.59,2989.82,1,8233229
869.31,2983.37,1,8359167
874.15,2989.82,1,8485228
889.45,2980.15,1,8611232
877.37,2982.57,1,8737251
878.17,2964.04,1,8863179
899.12,3002.71,1,8996175
884.62,2989.82,1,9122137
881.4,3001.1,1,9255091
880.59,3004.32,1,9381232
891.06,3004.32,1,9507194
887.84,2996.26,1,9633232
887.04,2989.82,1,9759206
887.04,2967.26,1,9885232
886.23,3001.1,0,10011240
878.17,3009.16,0,10137232
876.56,3005.93,0,10263240
879.79,3030.1,0,10389255
881.4,3041.38,0,10515251
886.23,3028.49,0,10641232
881.4,3046.22,0,10767252
885.42,3025.27,0,10902913
889.45,3002.71,0,11029240
896.7,3015.6,0,11155232
886.23,3031.71,0,11281206
887.84,3028.49,0,11407232
945.85,3110.67,0,11540217
894.29,3015.6,0,11666117
874.15,3034.94,0,11792240
880.59,3028.49,0,11918167
883.81,3015.6,0,12044285
889.45,3073.61,0,12170179
889.45,3112.28,0,12296175
886.23,3092.94,0,12422168
883.81,3099.39,2,12548263
891.87,3086.5,2,12674179
877.37,3092.94,2,12800240
854,2996.26,2,12926209
850.78,2982.57,2,13052193
848.36,2976.93,2,13178127
837.89,2964.04,2,13304285
845.95,2952.76,2,13430232
833.86,2962.43,2,13556263
833.06,2957.59,2,13689209
834.67,2964.04,2,13815175
837.89,2964.04,2,13941197
850.78,2970.48,2,14067262
849.17,2970.48,2,14193255
854.81,2953.56,2,14319194
855.62,2955.98,2,14445255
861.25,2970.48,2,14571240
869.31,2967.26,2,14697209
878.17,3009.16,2,14823240
876.56,2970.48,2,14949266
868.51,2954.37,0,15075194
854,2976.93,0,15201198
884.62,2983.37,0,15327240
876.56,3067.16,0,15453255
915.23,3041.38,0,15579194
920.07,3080.05,0,15705266
915.23,3084.89,0,15838320
903.15,3083.28,0,15964232
915.23,3080.05,0,16090240
915.23,3086.5,0,16216232
900.73,3086.5,0,16342251
906.37,3060.72,0,16468167
912.82,3083.28,0,16594240
917.65,3076.83,0,16720221
914.43,3083.28,0,16846240
902.34,3073.61,0,16972179
912.01,3073.61,0,17098240
900.73,3076.83,0,17224220
908.79,3052.66,0,17350228
898.32,3080.05,0,17476232
908.79,3084.89,1,17602229
903.96,3082.47,1,17735472
892.68,3092.94,1,17861194
912.01,3031.71,1,18002167
913.62,3054.27,1,18128175
902.34,3044.6,1,18254137
902.34,3015.6,1,18387011
895.9,3046.22,1,18513147
902.34,3038.16,1,18639133
902.34,3051.05,1,18765127
885.42,3026.88,1,18891194
878.17,3044.6,1,19017137
878.98,3054.27,1,19143217
884.62,3054.27,1,19269147
903.96,3041.38,1,19395194
889.45,3051.05,1,19521127
879.79,3060.72,1,19647133
889.45,3047.83,1,19773147
893.48,3054.27,1,19899194
897.51,3057.5,1,20025147
893.48,3028.49,2,20158103
893.48,3030.1,2,20284127
891.87,3030.91,2,20410133
835.47,2951.15,2,20536179
820.17,2954.37,2,20662133
837.08,2964.04,2,20788179
843.53,2951.15,2,20914133
845.95,2957.59,2,21049767
845.95,2957.59,2,21176123
847.56,2951.15,2,21302220
841.11,2970.48,2,21428133
850.78,2976.93,2,21554117
858.84,2963.23,2,21680134
858.84,2976.93,2,21806167
858.84,2954.37,2,21932133
863.67,2973.71,2,22058147
862.06,2938.26,2,22184123
868.51,2956.79,2,22317167
863.67,2957.59,2,22443123
855.62,2930.2,2,22569156
866.89,2951.15,1,22695133
871.73,2941.48,1,22821156
916.04,3004.32,1,22947153
912.01,2994.65,1,23073127
916.04,3028.49,1,23199133
911.21,3041.38,1,23325137
910.4,3015.6,1,23451194
916.85,3028.49,1,23577126
915.23,3041.38,1,23703133
911.21,3015.6,1,23829127
908.79,3026.88,1,23955133
913.62,3051.05,1,24081179
915.23,3041.38,1,24207133
903.96,3041.38,1,24333156
899.12,3041.38,1,24466175
899.12,3041.38,1,24592116
905.57,3055.88,1,24718123
889.45,3054.27,1,24844168
891.06,3073.61,1,24970194
903.15,3066.36,1,25096137
898.32,3080.05,0,25222240
915.23,3028.49,0,25348137
893.48,3060.72,0,25474194
891.06,3092.94,0,25600137
899.12,3089.72,0,25726133
902.34,3084.89,0,25852117
894.29,3073.61,0,25978123
899.93,3092.94,0,26104127
928.12,3125.17,0,26230123
890.26,3089.72,0,26356117
886.23,3078.44,0,26482133
909.59,3086.5,0,26615167
887.04,3092.94,0,26741175
887.84,3092.94,0,26867179
891.06,3092.94,0,26993240
885.42,3086.5,0,27119126
899.93,3084.89,0,27245133
897.51,3076.83,0,27371137
894.29,3105.83,0,27497164
883.01,3118.73,0,27623198
885.42,3124.37,2,27749133
887.84,3133.23,2,27875127
886.23,3054.27,2,28015342
854.81,2989.82,2,28148666
850.78,2989.82,2,28275123
842.72,2989.82,2,28401197
826.61,2976.93,2,28527123
841.92,2968.87,2,28653209
834.67,2976.93,2,28803012
837.89,2970.48,2,28934181
839.5,2989.82,2,29060206
842.72,2951.15,2,29186243
845.14,2978.54,2,29312194
850.78,2967.26,2,29438137
850.78,2973.71,2,29564133
852.39,2938.26,2,29690179
863.67,2973.71,2,29816123
850.78,2968.87,2,29942127
858.03,2964.04,2,30068194
859.64,2954.37,2,30194243
864.48,2953.56,1,30320194
863.67,2979.35,1,30446232
873.34,2983.37,1,30572194
898.32,3005.93,1,30698179
902.34,3060.72,1,30824175
894.29,3054.27,1,30957167
916.85,3041.38,1,31083133
910.4,3034.94,1,31218826
909.59,3067.16,1,31345194
919.26,3073.61,1,31471179
905.57,3047.83,1,31597229
912.82,3047.83,1,31723156
913.62,3041.38,1,31849133
899.12,3031.71,1,31975243
906.37,3041.38,1,32101194
902.34,3051.05,1,32227197
900.73,3041.38,1,32353123
889.45,3041.38,1,32479127
890.26,3041.38,1,32605133
899.12,3022.05,1,32731126
903.15,3054.27,2,32857133
904.76,3060.72,2,32983127
892.68,3055.88,2,33116069
854,2989.82,2,33242167
837.89,2980.15,2,33368133
847.56,3004.32,2,33494116
845.14,2964.04,2,33620194
845.95,2975.32,2,33746116
854,2938.26,2,33872206
858.03,2947.92,2,33998116
841.92,2968.87,2,34124175
850.78,2973.71,2,34250198
850.78,2954.37,2,34376194
849.17,2954.37,2,34502137
854.81,2983.37,2,34628164
863.67,2986.6,2,34754167
865.28,2954.37,2,34880175
858.03,2954.37,2,35006116
856.42,2957.59,2,35132175
863.67,2980.15,2,35265085
,,,
start,,,
right,left,lighting led pin,
889.45,2396.85,0,0
888.65,2400.07,0,238
892.68,2393.63,0,133524
891.06,2387.18,0,259546
881.4,2402.49,0,385564
962.77,2441.97,0,511554
891.06,2371.07,0,637611
889.45,2382.35,0,763658
884.62,2395.24,0,889656
889.45,2403.3,0,1015659
881.4,2436.33,0,1141598
883.81,2415.38,0,1267602
883.81,2425.85,0,1393598
878.98,2414.58,0,1519602
891.87,2422.63,0,1645543
877.37,2435.52,0,1771546
883.81,2427.47,0,1904520
876.56,2422.63,0,2030614
878.17,2403.3,0,2156634
889.45,2408.94,0,2289865
878.17,2416.19,0,2415668
874.95,2401.68,0,2541637
863.67,2409.74,0,2667552
876.56,2412.96,0,2793614
874.95,2428.27,0,2919611
863.67,2419.41,0,3045649
873.34,2411.35,0,3171610
881.4,2422.63,0,3297614
874.15,2409.74,0,3423610
892.68,2401.68,0,3549614
883.81,2401.68,0,3675576
876.56,2390.41,0,3801614
863.67,2409.74,0,3927564
864.48,2416.19,0,4053701
876.56,2387.18,0,4186552
883.81,2421.02,0,4312658
892.68,2400.07,0,4438542
912.01,2412.96,0,4564546
868.51,2401.68,0,4690543
905.57,2400.07,0,4816626
883.81,2393.63,0,4942623
897.51,2408.94,0,5068602
899.93,2416.19,0,5194543
903.96,2409.74,0,5320602
871.73,2422.63,0,5446598
895.9,2421.02,0,5582242
903.15,2437.94,0,5708598
900.73,2427.47,0,5834546
889.45,2422.63,0,5960623
902.34,2425.85,0,6086602
895.9,2438.75,0,6212667
909.59,2432.3,0,6338658
891.06,2412.96,0,6471531
887.84,2408.13,0,6597614
889.45,2437.13,0,6723552
887.84,2435.52,0,6849614
883.81,2438.75,0,6975623
877.37,2461.3,0,7101672
906.37,2422.63,0,7227610
902.34,2448.41,0,7353614
883.81,2454.86,1,7479565
887.04,2437.94,1,7605602
889.45,2458.08,1,7731634
883.01,2458.08,1,7857614
884.62,2448.41,1,7983552
889.45,2448.41,1,8109614
960.35,2487.08,1,8235611
887.84,2412.96,1,8361691
879.79,2416.19,1,8487668
869.31,2425.85,1,8620555
870.92,2441.97,1,8746611
876.56,2448.41,1,8872546
884.62,2448.41,1,8998598
891.06,2448.41,1,9124626
892.68,2451.64,1,9250598
900.73,2441.97,1,9376602
876.56,2435.52,1,9502656
856.42,2446.8,1,9635569
863.67,2435.52,1,9761598
883.81,2425.85,1,9887614
878.98,2437.13,0,10021530
881.4,2435.52,0,10147627
879.79,2441.97,0,10273598
870.92,2466.14,0,10399672
891.06,2461.3,0,10525598
902.34,2454.86,0,10651671
876.56,2448.41,0,10777552
863.67,2441.97,0,10910534
878.17,2461.3,0,11036668
897.51,2445.19,0,11162614
877.37,2453.25,0,11288623
873.34,2438.75,0,11414681
873.34,2451.64,0,11540708
876.56,2461.3,0,11666638
871.73,2470.97,0,11792634
889.45,2474.19,0,11918614
861.25,2448.41,0,12044623
876.56,2454.05,0,12170681
865.28,2454.05,0,12296667
868.51,2472.58,0,12422569
876.56,2473.39,2,12548611
884.62,2466.94,2,12681854
863.67,2474.19,2,12807610
873.34,2458.08,2,12933626
837.89,2412.16,2,13066622
850.78,2422.63,2,13192546
861.25,2445.19,2,13318611
868.51,2429.08,2,13444602
835.47,2448.41,2,13570610
860.45,2459.69,2,13696602
859.64,2438.75,2,13822623
857.23,2461.3,2,13948614
869.31,2446.8,2,14074667
858.84,2474.19,2,14200569
854,2466.14,2,14326576
848.36,2493.53,2,14452546
874.95,2506.42,2,14578598
874.95,2515.28,2,14704602
841.92,2490.31,2,14830598
870.92,2516.09,2,14956602
864.48,2512.87,0,15082656
854,2531.4,0,15215672
870.12,2551.54,0,15341633
898.32,2566.04,0,15467692
897.51,2603.1,0,15593611
897.51,2575.71,0,15729343
915.23,2577.32,0,15855611
928.12,2603.1,0,15981649
906.37,2588.6,0,16107668
907.98,2591.82,0,16233614
902.34,2577.32,0,16359610
902.34,2577.32,0,16485637
889.45,2612.77,0,16611668
904.76,2615.99,0,16737555
905.57,2612.77,0,16863668
891.87,2607.93,0,16989638
898.32,2606.32,0,17115552
897.51,2586.99,0,17241649
896.7,2612.77,0,17374543
881.4,2633.72,0,17500546
887.84,2646.61,1,17626677
899.93,2647.41,1,17752638
897.51,2641.77,1,17878598
889.45,2642.58,1,18004614
919.26,2622.44,1,18130598
902.34,2609.55,1,18256602
884.62,2633.72,1,18382543
872.53,2632.1,1,18508614
902.34,2617.6,1,18634656
887.04,2645,1,18760672
895.09,2633.72,1,18886655
899.93,2645,1,19012614
896.7,2667.55,1,19145411
889.45,2664.33,1,19271546
903.15,2645,1,19397598
886.23,2661.11,1,19530523
874.95,2648.22,1,19656610
876.56,2667.55,1,19782691
899.93,2645,1,19908611
903.96,2667.55,1,20042637
899.12,2641.77,2,20168634
889.45,2680.44,2,20294555
884.62,2686.89,2,20420623
868.51,2677.22,2,20546649
887.84,2654.66,2,20672634
846.75,2646.61,2,20798555
837.89,2635.33,2,20924552
881.4,2645,2,21050569
863.67,2654.66,2,21176610
864.48,2619.21,2,21302649
836.28,2622.44,2,21428634
848.36,2628.88,2,21554638
855.62,2609.55,2,21687586
862.06,2625.66,2,21813638
866.89,2617.6,2,21939668
854,2635.33,2,22065614
842.72,2638.55,2,22191542
865.28,2609.55,2,22317546
854.81,2635.33,2,22443668
865.28,2619.21,2,22569555
835.47,2640.16,1,22695623
863.67,2635.33,1,22821614
899.12,2703,1,22947598
879.79,2712.67,1,23080762
887.84,2754.57,1,23206543
903.15,2747.31,1,23332546
912.01,2744.9,1,23458552
904.76,2751.34,1,23584546
886.23,2770.68,1,23710543
926.51,2773.1,1,23843681
892.68,2783.57,1,23969552
884.62,2783.57,1,24095569
878.17,2796.46,1,24221552
910.4,2783.57,1,24347554
910.4,2777.12,1,24473552
891.06,2796.46,1,24599614
913.62,2767.46,1,24725552
893.48,2770.68,1,24851569
895.9,2798.07,1,24977565
899.12,2757.79,1,25103626
902.34,2783.57,0,25229552
893.48,2780.35,0,25355614
890.26,2802.91,0,25481552
887.04,2815.8,0,25607626
889.45,2822.24,0,25733610
897.51,2815.8,0,25869343
899.12,2801.29,0,26002474
894.29,2815.8,0,26128554
906.37,2823.85,0,26254542
876.56,2848.02,0,26380554
876.56,2835.13,0,26506552
897.51,2828.69,0,26632546
902.34,2841.58,0,26758543
891.06,2859.3,0,26884546
894.29,2848.02,0,27010598
890.26,2873.8,0,27136546
907.98,2867.36,0,27262622
912.01,2873.8,0,27388546
899.93,2835.13,0,27514598
886.23,2848.02,0,27640546
911.21,2860.91,2,27766543
902.34,2864.14,2,27892555
876.56,2783.57,2,28018565
842.72,2775.51,2,28238405
845.14,2772.29,2,28369526
841.92,2756.98,2,28495487
854.81,2770.68,2,28628590
879.79,2793.24,2,28754553
855.62,2748.12,2,28880579
850.78,2757.79,2,29006568
852.39,2746.51,2,29132614
850.78,2770.68,2,29258553
864.48,2749.73,2,29384556
851.59,2757.79,2,29510545
861.25,2764.23,2,29636556
889.45,2770.68,2,29762601
874.15,2751.34,2,29896512
883.01,2732.01,2,30022499
876.56,2741.67,2,30148555
863.67,2751.34,2,30274488
876.56,2756.18,1,30407002
857.23,2757.79,1,30533578
863.67,2773.9,1,30659500
878.98,2796.46,1,30785636
873.34,2809.35,1,30911556
903.96,2802.91,1,31037613
889.45,2809.35,1,31163500
903.96,2815.8,1,31289511
895.9,2802.91,1,31415555
896.7,2798.07,1,31541578
893.48,2809.35,1,31667500
889.45,2789.21,1,31793578
885.42,2798.07,1,31919546
884.62,2822.24,1,32045636
896.7,2798.07,1,32171579
897.51,2809.35,1,32297522
890.26,2819.02,1,32423500
895.9,2822.24,1,32555932
891.06,2844.8,1,32682556
899.12,2809.35,1,32808487
891.06,2848.83,2,32934512
903.96,2849.63,2,33060500
899.12,2841.58,2,33186500
891.06,2796.46,2,33312522
864.48,2799.68,2,33438500
863.67,2793.24,2,33564487
837.89,2822.24,2,33690556
850.78,2786.79,2,33816487
859.64,2783.57,2,33942500
857.23,2777.12,2,34068500
869.31,2767.46,2,34194556
889.45,2764.23,2,34320553
878.98,2762.62,2,34446556
863.67,2773.1,2,34572487
868.51,2796.46,2,34705002
857.23,2783.57,2,34831578
889.45,2780.35,2,34957556
863.67,2780.35,2,35083591
871.73,2772.29,2,35209556
876.56,2796.46,2,35335568
,,,
start,,,
right,left,lighting led pin,
904.76,2852.86,0,0
889.45,2825.46,0,233
902.34,2822.24,0,126038
878.17,2828.69,0,251972
883.01,2841.58,0,386846
872.53,2828.69,0,512995
879.79,2828.69,0,639023
881.4,2827.08,0,765064
870.12,2812.57,0,891036
893.48,2815.8,0,1016972
866.89,2798.88,0,1143023
863.67,2814.99,0,1275542
852.39,2809.35,0,1402014
866.89,2799.68,0,1528040
876.56,2825.46,0,1653991
876.56,2819.02,0,1779972
880.59,2815.8,0,1906082
867.7,2825.46,0,2032040
880.59,2823.05,0,2158082
882.2,2812.57,0,2284017
903.15,2822.24,0,2409967
877.37,2823.85,0,2548727
881.4,2835.13,0,2674991
874.15,2857.69,0,2801017
878.17,2822.24,0,2927023
883.01,2822.24,0,3053026
877.37,2823.85,0,3179047
876.56,2841.58,0,3304972
863.67,2819.02,0,3430956
886.23,2828.69,0,3563530
884.62,2812.57,0,3690047
884.62,2835.13,0,3815972
893.48,2839.97,0,3941980
889.45,2841.58,0,4068040
889.45,2841.58,0,4201264
877.37,2848.02,0,4326972
876.56,2839.97,0,4453023
887.84,2853.66,0,4579073
889.45,2806.13,0,4704969
891.06,2849.63,0,4830983
881.4,2848.83,0,4956980
887.04,2835.13,0,5083040
891.06,2823.85,0,5209047
891.06,2833.52,0,5335085
954.71,2931.81,0,5461023
915.23,2864.14,0,5587064
878.98,2854.47,0,5719495
883.01,2839.97,0,5846026
870.92,2857.69,0,5972047
887.84,2854.47,0,6097983
864.48,2870.58,0,6223956
879.79,2844.8,0,6350017
889.45,2841.58,0,6476014
887.04,2848.02,0,6601972
873.34,2848.02,0,6728035
890.26,2859.3,0,6853960
873.34,2835.13,0,6979956
894.29,2877.03,0,7106018
876.56,2864.14,0,7232023
906.37,2850.44,0,7358026
883.01,2831.91,1,7484023
868.51,2848.02,1,7609960
885.42,2873.8,1,7735968
876.56,2814.18,1,7861972
890.26,2830.3,1,7994470
889.45,2848.02,1,8120995
879.79,2822.24,1,8246980
863.67,2822.24,1,8373040
870.12,2833.52,1,8499024
878.17,2831.1,1,8625051
877.37,2823.05,1,8751023
876.56,2807.74,1,8876972
874.15,2798.88,1,9002968
860.45,2806.13,1,9129040
894.29,2798.07,1,9255036
863.67,2822.24,1,9381026
876.56,2822.24,1,9506968
887.84,2822.24,1,9633050
863.67,2822.24,1,9759023
877.37,2815.8,1,9885026
869.31,2796.46,0,10010968
863.67,2809.35,0,10137026
876.56,2822.24,0,10269413
889.45,2839.97,0,10396018
883.81,2823.85,0,10530989
889.45,2840.77,0,10656995
889.45,2831.91,0,10783014
896.7,2809.35,0,10909098
902.34,2828.69,0,11035094
871.73,2822.24,0,11161085
883.81,2828.69,0,11287023
881.4,2848.02,0,11413026
878.17,2815.8,0,11539014
906.37,2825.46,0,11665098
889.45,2844.8,0,11791014
894.29,2854.47,0,11917026
883.01,2835.13,0,12049895
893.48,2835.13,0,12176026
931.35,2886.69,0,12302014
886.23,2812.57,0,12434542
886.23,2848.02,2,12567094
889.45,2839.97,2,12692972
887.04,2851.25,2,12818980
882.2,2793.24,2,12944983
845.95,2783.57,2,13071023
863.67,2771.48,2,13196972
847.56,2767.46,2,13322967
863.67,2767.46,2,13448972
867.7,2764.23,2,13575094
866.89,2730.4,2,13701040
851.59,2761.01,2,13827082
863.67,2748.12,2,13953040
863.67,2764.23,2,14079047
876.56,2757.79,2,14213393
863.67,2757.79,2,14340023
876.56,2761.01,2,14465972
863.67,2757.79,2,14598481
865.28,2757.79,2,14725064
867.7,2770.68,2,14851023
865.28,2770.68,2,14976972
871.73,2757.79,0,15102956
878.17,2761.01,0,15229144
887.84,2783.57,0,15355014
886.23,2815.8,0,15481040
902.34,2825.46,0,15606956
899.93,2828.69,0,15732994
911.21,2835.13,0,15858956
889.45,2840.77,0,15984972
903.96,2844.8,0,16110957
911.21,2835.13,0,16236972
889.45,2840.77,0,16362956
903.96,2825.46,0,16489040
894.29,2841.58,0,16614957
893.48,2828.69,0,16747417
902.34,2825.46,0,16873968
892.68,2825.46,0,16999972
894.29,2825.46,0,17125968
903.96,2825.46,0,17251972
887.84,2839.97,0,17378023
889.45,2822.24,0,17503972
892.68,2841.58,1,17629967
896.7,2824.66,1,17755972
889.45,2835.13,1,17881968
907.98,2802.91,1,18007972
889.45,2825.46,1,18133968
889.45,2835.13,1,18259972
889.45,2825.46,1,18385969
902.34,2809.35,1,18511972
893.48,2815.8,1,18637968
887.84,2835.13,1,18764129
897.51,2822.24,1,18896481
887.84,2841.58,1,19022972
887.84,2835.13,1,19148968
876.56,2840.77,1,19274972
889.45,2828.69,1,19401014
896.7,2823.85,1,19526972
891.06,2809.35,1,19653023
886.23,2809.35,1,19779063
889.45,2825.46,1,19905036
889.45,2822.24,1,20030972
885.42,2827.88,2,20157036
884.62,2835.13,2,20283018
876.56,2838.35,2,20409036
866.09,2796.46,2,20535026
866.09,2773.9,2,20670104
855.62,2772.29,2,20795972
863.67,2806.13,2,20922014
861.25,2777.12,2,21060576
863.67,2775.51,2,21187047
863.67,2777.12,2,21313085
857.23,2770.68,2,21445860
854.81,2783.57,2,21572109
865.28,2783.57,2,21698094
858.84,2783.57,2,21824109
861.25,2773.9,2,21950094
865.28,2783.57,2,22076109
863.67,2757.79,2,22202139
874.15,2770.68,2,22328098
