start,,,
right,left,lighting led pin,
918.46,2970.48,0,10929138
925.71,2976.93,0,11060100
911.21,2996.26,0,11191127
913.62,2983.37,0,11322100
915.23,2983.37,0,11453108
907.18,2983.37,0,11590644
899.93,2964.04,0,11721126
903.96,2989.82,0,11852111
902.34,2989.82,0,11983127
907.18,2970.48,0,12114111
903.15,2978.54,0,12245127
899.93,2989.82,0,12376111
912.82,2970.48,0,12507126
894.29,3002.71,0,12638111
897.51,2980.15,0,12769126
908.79,3009.16,0,12900130
895.09,3005.93,1,13031126
895.09,2981.76,1,13162130
889.45,2952.76,1,13293126
891.06,2944.7,1,13432141
889.45,2952.76,1,13563126
884.62,2951.15,1,13694111
891.87,2955.98,1,13831655
895.9,2964.04,1,13962100
902.34,2947.92,1,14093107
902.34,2989.82,1,14224100
896.7,2983.37,1,14355107
897.51,2970.48,1,14486100
905.57,2973.71,1,14617108
884.62,2989.82,1,14748100
886.23,2955.98,1,14879126
880.59,2979.35,1,15010100
878.98,2981.76,1,15141108
881.4,2976.93,1,15272130
878.98,2982.57,1,15403107
880.59,2986.6,1,15534100
884.62,2986.6,0,15665126
880.59,2978.54,0,15796100
873.34,2989.82,0,15927108
876.56,3012.38,0,16064644
884.62,3002.71,0,16195126
889.45,3002.71,0,16326130
881.4,2996.26,0,16457127
885.42,2978.54,0,16588111
889.45,3028.49,0,16719126
897.51,3015.6,0,16850111
891.06,3015.6,0,16981127
897.51,3002.71,0,17112111
878.17,3015.6,0,17243126
883.81,2996.26,0,17374130
881.4,3015.6,0,17505138
887.84,3002.71,0,17636130
886.23,3002.71,0,17767126
881.4,3031.71,0,17898111
885.42,3015.6,0,18029126
889.45,3003.52,0,18160111
887.84,3018.82,1,18297655
881.4,3022.05,1,18428100
884.62,3009.16,1,18567126
897.51,2976.93,1,18698100
895.9,2989.82,1,18829108
905.57,2989.82,1,18960111
898.32,2986.6,1,19091108
889.45,2989.82,1,19222100
891.06,2996.26,1,19353108
883.01,3002.71,1,19484100
889.45,2989.82,1,19621286
887.84,3009.16,1,19752100
889.45,3002.71,1,19883138
887.84,3005.93,1,20014100
873.34,3009.16,1,20145108
887.84,2996.26,1,20276100
889.45,3015.6,1,20407108
887.84,2989.82,1,20544644
887.84,3004.32,1,20684931
892.68,3005.93,1,20815111
891.06,3015.6,2,20946138
884.62,3025.27,2,21077111
876.56,3004.32,2,21208127
867.7,2954.37,2,21339111
863.67,2952.76,2,21470126
866.89,2938.26,2,21601111
858.84,2923.75,2,21732127
858.03,2938.26,2,21863130
843.53,2931.81,2,21994126
847.56,2918.92,2,22125142
851.59,2941.48,2,22256126
862.06,2944.7,2,22387111
859.64,2944.7,2,22518126
858.03,2957.59,2,22649130
854,2938.26,2,22786676
851.59,2951.15,2,22917100
859.64,2938.26,2,23048108
863.67,2944.7,2,23179100
866.09,2950.34,2,23310108
870.92,2951.15,2,23441100
876.56,2925.37,0,23580150
867.7,2922.14,0,23711100
902.34,2954.37,0,23842108
881.4,2989.82,0,23973100
889.45,2989.82,0,24104108
889.45,3015.6,0,24235111
895.9,3015.6,0,24366108
896.7,3013.99,0,24497111
899.93,3018.82,0,24628108
897.51,3041.38,0,24759100
889.45,3033.33,0,24890108
902.34,3020.43,0,25049632
896.7,3004.32,0,25190144
896.7,3015.6,0,25325110
900.73,3028.49,0,25460129
892.68,3034.94,0,25595129
892.68,3041.38,0,25730130
891.06,3054.27,0,25865110
899.93,3031.71,0,26000130
891.06,3039.77,0,26135110
902.34,3015.6,2,26270130
902.34,3005.93,2,26405129
899.12,3018.82,2,26540130
871.73,2952.76,2,26675129
858.03,2931.81,2,26810130
854,2935.03,2,26945110
860.45,2935.03,2,27080130
851.59,2930.2,2,27215110
864.48,2928.59,2,27350130
859.64,2928.59,2,27491643
868.51,2922.14,2,27627111
865.28,2931.81,2,27762129
842.72,2935.03,2,27897111
863.67,2909.25,2,28032099
861.25,2928.59,2,28167111
851.59,2931.81,2,28302110
871.73,2951.15,2,28437111
871.73,2960.82,2,28572110
859.64,2968.87,2,28707111
858.84,2957.59,2,28850068
872.53,2964.04,1,28985111
878.17,2952.76,1,29120129
892.68,2951.15,1,29255111
889.45,3009.16,1,29390129
902.34,3005.93,1,29525111
903.15,3002.71,1,29660098
909.59,3004.32,1,29801657
915.23,3002.71,1,29937110
902.34,3015.6,1,30072130
916.85,3041.38,1,30213312
916.85,3005.93,1,30348142
903.15,3022.05,1,30483129
897.51,3025.27,1,30618142
902.34,3031.71,1,30753110
900.73,3033.33,1,30888142
891.87,3012.38,1,31023140
900.73,3015.6,1,31158142
891.87,3020.43,1,31293129
907.18,3027.69,1,31437186
889.45,3015.6,1,31572129
899.93,3030.1,0,31707141
895.09,3009.16,0,31842110
905.57,3033.33,0,31977142
886.23,3065.55,0,32118667
896.7,3054.27,0,32254111
889.45,3060.72,0,32389099
889.45,3031.71,0,32524111
894.29,3047.83,0,32659110
889.45,3057.5,0,32794111
889.45,3026.88,0,32929129
889.45,3009.16,0,33064111
886.23,3034.94,0,33199110
889.45,3025.27,0,33334111
889.45,3025.27,0,33469110
877.37,3054.27,0,33604112
881.4,3057.5,0,33739110
889.45,3044.6,0,33874111
879.79,3065.55,0,34016220
887.04,3060.72,0,34151111
889.45,3060.72,0,34286110
886.23,3060.72,1,34427644
884.62,3056.69,1,34563111
883.81,3034.94,1,34698130
889.45,3080.05,1,34833129
876.56,3083.28,1,34968130
876.56,3047.83,1,35103129
877.37,3047.83,1,35238130
864.48,3054.27,1,35373129
883.01,3054.27,1,35508130
876.56,3034.94,1,35643140
880.59,3002.71,1,35778130
881.4,3031.71,1,35913141
889.45,3005.93,1,36048130
889.45,3012.38,1,36183141
879.79,3025.27,1,36318130
878.17,3005.93,1,36453110
874.95,3012.38,1,36588130
886.23,3031.71,1,36729656
878.98,3020.43,1,36865111
880.59,3002.71,1,37000110
,,,
start,,,
right,left,lighting led pin,
876.56,3099.39,0,0
876.56,3105.83,0,233
870.12,3086.5,0,136029
873.34,3112.28,0,271041
903.15,3144.51,0,406026
887.04,3067.16,0,541041
865.28,3060.72,0,676026
867.7,3055.88,0,811041
857.23,3067.16,0,946026
858.84,3041.38,0,1081041
858.84,2996.26,0,1216026
852.39,2989.82,0,1351041
851.59,3002.71,0,1486037
844.34,2996.26,0,1621041
858.03,2976.93,0,1769862
855.62,2983.37,0,1905059
865.28,2980.15,0,2040038
864.48,2980.15,0,2175060
907.18,3004.32,0,2310037
857.23,2962.43,0,2445060
844.34,2964.04,0,2580037
863.67,2960.82,0,2715060
863.67,2953.56,0,2850037
865.28,2964.04,0,2985060
868.51,2947.92,0,3120037
866.89,2950.34,0,3255060
864.48,2954.37,0,3390068
863.67,2973.71,0,3525060
868.51,2957.59,0,3667135
876.56,2976.93,0,3802059
865.28,2975.32,0,3937037
910.4,2867.36,0,4078574
886.23,2928.59,0,4214026
874.15,2983.37,0,4349041
864.48,2980.15,0,4484056
873.34,2964.04,0,4619041
881.4,2957.59,0,4754026
876.56,2960.82,0,4898808
880.59,2944.7,0,5034026
870.92,2964.04,0,5169041
878.17,2964.04,0,5304026
883.81,2926.98,0,5439041
881.4,2928.59,0,5574026
890.26,2931.81,0,5709040
870.12,2957.59,0,5844026
876.56,2954.37,0,5979041
868.51,2938.26,0,6114026
884.62,2944.7,0,6249041
887.04,2935.03,0,6384026
876.56,2949.54,0,6525573
863.67,2951.15,0,6661037
889.45,2952.76,0,6796071
878.98,2964.04,0,6939037
886.23,2968.87,0,7074071
886.23,2951.15,0,7209037
880.59,2970.48,0,7344071
885.42,2970.48,0,7479037
889.45,2938.26,0,7614071
877.37,2938.26,0,7749038
881.4,2967.26,0,7884083
889.45,2983.37,2,8019037
885.42,2970.48,2,8154072
899.93,2988.21,2,8289037
874.15,2925.37,2,8424072
874.95,2931.81,2,8559037
871.73,2906.03,2,8694060
846.75,2880.25,2,8829056
842.72,2851.25,2,8970600
844.34,2835.13,2,9106026
869.31,2819.02,2,9241041
866.89,2844.8,2,9376037
874.15,2867.36,2,9511041
870.12,2873,2,9646026
845.14,2875.42,2,9781041
839.5,2873.8,2,9916026
845.14,2873.8,2,10051040
851.59,2865.75,2,10186026
862.06,2877.03,2,10321060
863.67,2873.8,2,10456025
852.39,2867.36,2,10591041
863.67,2857.69,0,10726026
864.48,2851.25,0,10861060
855.62,2912.48,0,10996026
892.68,2906.03,0,11131041
897.51,2931.81,0,11272570
889.45,2960.82,0,11408060
903.96,2957.59,0,11543037
902.34,2989.82,0,11678072
918.46,2964.04,0,11813037
907.98,2970.48,0,11948071
894.29,2986.6,0,12083037
894.29,2996.26,0,12226071
894.29,2996.26,0,12361038
896.7,2980.15,0,12496060
893.48,2964.04,0,12631037
894.29,3002.71,0,12766060
889.45,3004.32,0,12901037
896.7,3005.93,0,13036072
903.96,3007.54,0,13171068
910.4,3009.16,0,13306071
912.82,3015.6,1,13441037
910.4,3021.24,1,13582590
908.79,2977.73,1,13718026
902.34,2989.82,1,13853041
902.34,2964.04,1,13988026
894.29,2986.6,1,14123041
907.18,2980.15,1,14258026
900.73,2983.37,1,14399277
903.96,2970.48,1,14534026
907.18,2983.37,1,14669060
908.79,2964.04,1,14804026
903.15,3009.16,1,14939060
884.62,3004.32,1,15074026
894.29,3002.71,1,15209041
889.45,3005.93,1,15344026
889.45,3005.93,1,15479106
889.45,2996.26,1,15614026
895.09,2980.15,1,15757968
894.29,2996.26,1,15899570
894.29,2996.26,1,16034946
891.06,2989.82,0,16170114
895.09,2989.82,0,16305151
896.7,3005.93,0,16440170
889.45,3028.49,0,16575151
902.34,3022.05,0,16710113
889.45,3009.16,0,16845071
876.56,3027.69,0,16980037
883.81,3015.6,0,17115059
895.9,3005.13,0,17250056
887.04,3015.6,0,17393070
884.62,3002.71,0,17528037
883.01,2989.82,0,17663071
878.17,3005.93,0,17798056
887.04,3009.16,0,17933071
887.84,3022.05,0,18068056
889.45,3022.05,0,18209587
886.23,2999.49,0,18345026
891.06,2989.82,0,18480060
886.23,3012.38,0,18615026
876.56,3022.05,0,18750060
878.98,3013.99,1,18885037
878.17,3025.27,1,19020083
879.79,2996.26,1,19155038
896.7,3004.32,1,19290041
889.45,2996.26,1,19425025
936.18,3047.83,1,19560060
902.34,2973.71,1,19695026
890.26,2976.93,1,19830059
889.45,2999.49,1,19965026
891.87,2989.82,1,20100060
879.79,3001.9,1,20235037
876.56,2983.37,1,20370041
884.62,2989.82,1,20511570
880.59,3002.71,1,20647072
884.62,3001.1,1,20782037
884.62,2976.93,1,20917071
889.45,2976.93,1,21052037
885.42,2976.93,1,21187072
889.45,2989.82,1,21322037
886.23,2988.21,1,21457071
885.42,2996.26,2,21592037
889.45,2978.54,2,21727072
878.17,2993.04,2,21862037
848.36,2918.92,2,21997071
847.56,2925.37,2,22132037
845.95,2928.59,2,22267071
837.89,2951.15,2,22402037
854,2886.69,2,22537071
863.67,2918.92,2,22680036
858.84,2912.48,2,22821611
845.95,2941.48,2,22957038
860.45,2918.92,2,23092041
856.42,2918.92,2,23227038
861.25,2925.37,2,23362041
863.67,2918.92,2,23497056
863.67,2925.37,2,23632041
867.7,2918.92,2,23767026
864.48,2918.92,2,23902041
863.67,2918.92,2,24037026
871.73,2915.7,2,24172041
867.7,2918.92,0,24307037
871.73,2912.48,0,24442041
876.56,3025.27,0,24577026
891.06,2983.37,0,24712041
904.76,3005.93,0,24847026
899.12,3009.16,0,24982041
896.7,3022.05,0,25148783
903.96,3002.71,0,25289072
907.98,3018.82,0,25424036
959.55,3073.61,0,25559070
899.93,2989.01,0,25694036
898.32,3020.43,0,25829058
889.45,3030.1,0,25964036
908.79,3028.49,0,26099058
912.82,3025.27,0,26234055
895.9,3041.38,0,26369070
902.34,3028.49,0,26504036
889.45,3031.71,0,26648944
894.29,3055.88,0,26784036
895.9,3025.27,0,26919082
910.4,3046.22,2,27054036
889.45,3041.38,2,27189071
893.48,3009.16,2,27324036
880.59,2964.04,2,27465585
864.48,2925.37,2,27601024
848.36,2936.65,2,27736059
863.67,2938.26,2,27879067
836.28,2949.54,2,28014059
847.56,2944.7,2,28149055
866.09,2925.37,2,28284040
857.23,2951.15,2,28419024
859.64,2918.92,2,28554070
868.51,2925.37,2,28689025
863.67,2953.56,2,28824058
876.56,2957.59,2,28959055
868.51,2941.48,2,29094058
878.98,2943.9,2,29229067
870.12,2926.98,2,29364058
877.37,2938.26,2,29499036
867.7,2931.81,2,29634070
870.92,2918.92,1,29775569
868.51,2944.7,1,29911094
891.06,2960.82,1,30046055
920.07,2960.82,1,30181070
922.49,2970.48,1,30316036
909.59,3002.71,1,30451070
899.12,3002.71,1,30586036
889.45,2989.82,1,30721082
889.45,2989.82,1,30856036
905.57,2989.82,1,30991070
899.12,2964.04,1,31126036
895.9,2989.82,1,31261070
902.34,2981.76,1,31396036
892.68,2970.48,1,31531070
889.45,2978.54,1,31666067
903.15,2999.49,1,31801070
895.9,2983.37,1,31936036
899.12,2968.87,1,32071070
889.45,2983.37,1,32212595
892.68,2989.82,1,32348058
890.26,2970.48,0,32483036
889.45,2981.76,0,32618059
880.59,3015.6,0,32753055
889.45,3018.82,0,32888040
912.01,3009.16,0,33023055
881.4,3002.71,0,33165264
874.95,3012.38,0,33300055
884.62,2983.37,0,33435058
878.17,3002.71,0,33570055
882.2,3005.93,0,33705070
884.62,3014.79,0,33840036
884.62,3018.82,0,33975040
878.98,3020.43,0,34110025
883.01,3021.24,0,34245058
887.84,3007.54,0,34380055
889.45,3033.33,0,34521611
887.84,3034.94,0,34657055
878.17,3047.83,0,34792070
894.29,3034.94,0,34927055
897.51,3018.82,0,35062070
899.93,3015.6,1,35197055
897.51,3028.49,1,35332070
894.29,3012.38,1,35467067
887.04,3005.13,1,35602058
889.45,2978.54,1,35737055
887.84,2983.37,1,35879775
889.45,3002.71,1,36015055
887.04,2973.71,1,36150058
889.45,3007.54,1,36285078
883.01,3002.71,1,36420070
883.81,3004.32,1,36555036
882.2,3002.71,1,36690070
880.59,3002.71,1,36831595
878.17,3015.6,1,36967070
876.56,3015.6,1,37102025
876.56,3009.16,1,37237070
878.98,3025.27,1,37372025
881.4,3009.16,1,37516816
883.01,3015.6,1,37652025
889.45,2996.26,1,37787058
