start,,,
right,left,lighting led pin,
890.26,3247.63,1,5741091
887.84,3260.52,1,5826125
895.09,3260.52,1,5911091
892.68,3286.3,1,5996082
892.68,3273.41,1,6090824
903.96,3292.75,1,6176125
906.37,3292.75,1,6261216
912.01,3299.19,1,6346125
898.32,3287.92,1,6455152
902.34,3260.52,1,6545145
891.87,3266.97,1,6630193
890.26,3273.41,1,6715082
897.51,3260.52,0,6800193
915.23,3299.19,0,6885136
891.87,3289.53,0,6970205
893.48,3284.69,0,7055073
889.45,3299.19,0,7140182
889.45,3299.19,0,7225125
895.09,3299.19,0,7310193
889.45,3299.19,0,7395186
895.09,3299.19,0,7480205
889.45,3299.19,0,7565145
893.48,3299.19,0,7650193
899.12,3299.19,0,7735096
902.34,3299.19,0,7820151
891.06,3299.19,0,7905198
883.81,3299.19,0,7996501
887.84,3299.19,0,8087905
886.23,3299.19,0,8173163
888.65,3299.19,0,8258136
876.56,3299.19,0,8343140
874.95,3299.19,0,8428145
889.45,3299.19,2,8513121
877.37,3299.19,2,8598126
876.56,3299.19,2,8683121
885.42,3239.58,2,8768126
881.4,3234.74,2,8853091
863.67,3225.07,2,8938136
851.59,3212.18,2,9023131
850.78,3208.96,2,9108125
843.53,3228.3,2,9193131
863.67,3211.38,2,9278125
837.89,3205.74,2,9369798
839.5,3210.57,2,9461620
850.78,3202.51,2,9546163
850.78,3196.07,2,9631082
858.84,3237.96,2,9716140
863.67,3247.63,2,9809125
863.67,3228.3,2,9894163
863.67,3237.16,2,9979096
876.56,3257.3,2,10064140
876.56,3257.3,2,10149145
891.06,3263.75,1,10234091
889.45,3237.96,1,10319168
887.84,3236.35,1,10404140
884.62,3221.85,1,10489115
883.01,3299.19,1,10574131
876.56,3299.19,1,10659096
878.17,3299.19,1,10744140
886.23,3299.19,1,10829082
900.73,3289.53,1,10914091
896.7,3299.19,1,11005585
911.21,3299.19,1,11090140
886.23,3278.25,1,11175145
896.7,3295.97,1,11260100
895.9,3299.19,1,11345073
897.51,3299.19,1,11430068
889.45,3299.19,1,11515073
899.93,3299.19,1,11600068
897.51,3299.19,1,11685073
914.43,3299.19,1,11770131
895.09,3299.19,1,11855186
894.29,3299.19,2,11940131
896.7,3299.19,2,12025126
912.82,3299.19,2,12110091
895.9,3299.19,2,12195115
877.37,3299.19,2,12280078
867.7,3287.92,2,12365082
851.59,3260.52,2,12456558
852.39,3262.13,2,12541083
854.81,3208.96,2,12626239
858.03,3241.19,2,12711105
854.81,3234.74,2,12796091
850.78,3208.96,2,12881096
858.84,3228.3,2,12975786
863.67,3202.51,2,13060082
869.31,3239.58,2,13145110
858.84,3247.63,2,13230082
870.12,3240.38,2,13315152
865.28,3241.19,2,13400136
874.15,3262.13,2,13485151
863.67,3234.74,2,13570135
876.56,3221.85,0,13655140
870.92,3241.19,0,13740136
880.59,3226.68,0,13825140
877.37,3273.41,0,13916643
898.32,3299.19,0,14001131
915.23,3299.19,0,14086073
909.59,3299.19,0,14171140
903.96,3299.19,0,14256145
916.04,3299.19,0,14341131
915.23,3299.19,0,14426156
912.82,3299.19,0,14518068
907.98,3299.19,0,14603082
909.59,3299.19,0,14688078
902.34,3299.19,0,14773145
915.23,3299.19,0,14858193
915.23,3299.19,0,14943073
915.23,3299.19,0,15028151
902.34,3299.19,0,15113156
913.62,3299.19,0,15198193
915.23,3299.19,0,15283198
915.23,3299.19,1,15374627
909.59,3299.19,1,15459105
903.15,3299.19,1,15544163
907.18,3299.19,1,15629136
915.23,3299.19,1,15714140
915.23,3299.19,1,15799198
902.34,3299.19,1,15884227
903.96,3299.19,1,15969145
907.98,3299.19,1,16060957
913.62,3299.19,1,16146136
908.79,3299.19,1,16231205
907.18,3299.19,1,16316145
915.23,3299.19,1,16401151
907.18,3299.19,1,16486145
908.79,3299.19,1,16579140
913.62,3299.19,1,16664156
918.46,3299.19,1,16749216
915.23,3299.19,1,16840734
924.1,3299.19,1,16925131
910.4,3299.19,1,17010145
915.23,3299.19,2,17095163
912.82,3299.19,2,17180136
906.37,3299.19,2,17265121
894.29,3299.19,2,17350198
877.37,3299.19,2,17435151
854.81,3253.27,2,17520168
876.56,3273.41,2,17605131
855.62,3262.13,2,17690125
855.62,3270.19,2,17775131
850.78,3279.05,2,17860186
859.64,3286.3,2,17945121
854,3289.53,2,18030125
850.78,3273.41,2,18115131
862.06,3247.63,2,18200125
860.45,3260.52,2,18291798
860.45,3254.08,2,18376135
863.67,3260.52,2,18461140
864.48,3263.75,2,18546221
863.67,3260.52,2,18631140
863.67,3241.19,2,18716145
872.53,3247.63,0,18801205
874.95,3247.63,0,18886198
895.9,3260.52,0,18971193
868.51,3295.97,0,19056198
884.62,3299.19,0,19141140
916.04,3299.19,0,19226198
917.65,3299.19,0,19311140
913.62,3299.19,0,19396198
915.23,3299.19,0,19481193
911.21,3299.19,0,19566186
912.01,3299.19,0,19651151
917.65,3299.19,0,19742688
916.85,3299.19,0,19836900
915.23,3299.19,0,19922209
913.62,3299.19,0,20007193
915.23,3299.19,0,20092186
913.62,3299.19,0,20177193
913.62,3299.19,0,20262209
922.49,3299.19,0,20347131
910.4,3299.19,0,20432126
890.26,3299.19,2,20517131
909.59,3299.19,2,20602136
912.01,3299.19,2,20687194
907.18,3299.19,2,20772198
887.04,3299.19,2,20857131
871.73,3299.19,2,20949186
868.51,3273.41,2,21034193
859.64,3266.97,2,21119221
866.09,3270.19,2,21210707
866.09,3279.86,2,21295198
876.56,3273.41,2,21380227
879.79,3254.08,2,21465221
860.45,3299.19,2,21550193
871.73,3286.3,2,21635198
873.34,3273.41,2,21720193
870.12,3286.3,2,21805221
878.17,3273.41,2,21890193
865.28,3286.3,2,21975198
866.89,3299.19,2,22060193
876.56,3287.92,2,22145221
873.34,3292.75,1,22230193
878.98,3270.19,1,22315199
886.23,3273.41,1,22400193
896.7,3266.97,1,22485198
894.29,3299.19,1,22570193
902.34,3299.19,1,22661734
899.93,3299.19,1,22752934
909.59,3299.19,1,22838145
916.04,3299.19,1,22923193
916.85,3299.19,1,23008145
915.23,3299.19,1,23093193
919.26,3299.19,1,23178115
912.01,3299.19,1,23263182
899.93,3299.19,1,23356232
915.23,3299.19,1,23441193
918.46,3299.19,1,23526126
916.85,3299.19,1,23611193
916.04,3299.19,1,23696209
912.82,3299.19,1,23781193
909.59,3299.19,1,23866198
,,,
start,,,
right,left,lighting led pin,
902.34,3299.19,0,0
900.73,3299.19,0,92
878.17,3299.19,0,84666
889.45,3299.19,0,169722
899.12,3299.19,0,254717
889.45,3299.19,0,339722
892.68,3299.19,0,424717
889.45,3299.19,0,509733
893.48,3299.19,0,594717
894.29,3299.19,0,679722
887.84,3299.19,0,764717
898.32,3299.19,0,849722
889.45,3299.19,0,934655
889.45,3299.19,0,1019722
889.45,3299.19,0,1104717
891.87,3299.19,0,1189722
889.45,3299.19,0,1274717
883.81,3299.19,0,1359722
889.45,3299.19,0,1444740
879.79,3299.19,0,1536269
889.45,3299.19,0,1620717
891.06,3299.19,0,1705722
888.65,3299.19,0,1790717
889.45,3299.19,0,1875659
883.01,3299.19,0,1960634
887.04,3299.19,0,2045722
890.26,3299.19,0,2130645
902.34,3299.19,0,2215722
889.45,3299.19,0,2300705
887.04,3299.19,0,2385722
889.45,3299.19,0,2470729
889.45,3299.19,0,2565462
889.45,3299.19,0,2650706
902.34,3299.19,0,2735722
897.51,3299.19,0,2820717
895.9,3299.19,0,2905722
890.26,3299.19,0,2990705
881.4,3299.19,0,3082245
885.42,3299.19,0,3173664
883.01,3299.19,0,3258744
889.45,3299.19,0,3343717
889.45,3299.19,0,3428680
889.45,3299.19,0,3513728
881.4,3299.19,0,3598733
886.23,3299.19,0,3683740
876.56,3299.19,0,3768722
889.45,3299.19,0,3853717
887.84,3299.19,0,3938668
891.06,3299.19,0,4023728
882.2,3299.19,0,4108691
889.45,3299.19,0,4193717
883.01,3299.19,0,4278668
883.81,3299.19,0,4363717
878.98,3299.19,0,4448691
876.56,3299.19,0,4533717
887.04,3299.19,0,4625246
889.45,3299.19,0,4709705
902.34,3299.19,0,4794722
902.34,3299.19,0,4879644
899.93,3299.19,0,4964722
905.57,3299.19,1,5049705
905.57,3299.19,1,5134734
915.23,3299.19,1,5219705
909.59,3299.19,1,5304733
910.4,3299.19,1,5396370
906.37,3299.19,1,5480659
902.34,3299.19,1,5565655
893.48,3299.19,1,5650606
889.45,3299.19,1,5735602
879.79,3299.19,1,5820606
883.01,3299.19,1,5905705
883.01,3299.19,1,5998722
876.56,3299.19,1,6139253
887.04,3299.19,1,6228517
889.45,3299.19,1,6313728
899.12,3299.19,1,6398669
889.45,3299.19,1,6483655
880.59,3299.19,1,6568722
889.45,3299.19,1,6653601
889.45,3299.19,1,6738597
889.45,3299.19,0,6823664
889.45,3299.19,0,6908669
889.45,3299.19,0,6993729
871.73,3299.19,0,7078649
883.81,3299.19,0,7163717
880.59,3299.19,0,7248597
887.04,3299.19,0,7333740
889.45,3299.19,0,7418649
885.42,3299.19,0,7503655
889.45,3299.19,0,7588659
889.45,3299.19,0,7680173
889.45,3299.19,0,7764659
889.45,3299.19,0,7849655
877.37,3299.19,0,7934722
889.45,3299.19,0,8019655
876.56,3299.19,0,8104659
887.04,3299.19,0,8189655
880.59,3299.19,0,8274606
893.48,3299.19,0,8359664
878.17,3299.19,0,8444680
880.59,3299.19,2,8529655
877.37,3299.19,2,8614620
887.84,3299.19,2,8699664
883.81,3299.19,2,8784659
870.92,3299.19,2,8869655
862.06,3299.19,2,8954680
850.78,3279.86,2,9039645
839.5,3260.52,2,9124659
837.89,3273.41,2,9216151
849.17,3266.97,2,9300668
854,3252.47,2,9385717
837.89,3279.86,2,9470649
845.14,3273.41,2,9555602
842.72,3273.41,2,9647399
846.75,3276.64,2,9731615
845.95,3279.86,2,9816597
862.06,3286.3,2,9901601
845.95,3299.19,2,9986597
861.25,3299.19,2,10071602
861.25,3288.72,2,10156606
851.59,3260.52,1,10241615
865.28,3254.08,1,10326597
868.51,3271.8,1,10411592
902.34,3299.19,1,10496597
879.79,3299.19,1,10581592
912.82,3299.19,1,10673030
910.4,3299.19,1,10757602
915.23,3299.19,1,10842639
921.68,3299.19,1,10927602
915.23,3299.19,1,11012606
906.37,3299.19,1,11097601
915.23,3299.19,1,11182659
902.34,3299.19,1,11267655
915.23,3299.19,1,11352669
914.43,3299.19,1,11437615
915.23,3299.19,1,11522606
915.23,3299.19,1,11607601
908.79,3299.19,1,11692606
910.4,3299.19,1,11777592
905.57,3299.19,1,11862606
903.96,3299.19,2,11947655
902.34,3299.19,2,12032607
908.79,3299.19,2,12130842
905.57,3299.19,2,12215649
876.56,3299.19,2,12300655
863.67,3299.19,2,12385649
870.92,3292.75,2,12470686
863.67,3266.97,2,12555649
858.84,3286.3,2,12640645
857.23,3292.75,2,12725649
853.2,3299.19,2,12818663
863.67,3299.19,2,12903669
862.06,3292.75,2,12988644
865.28,3299.19,2,13083384
866.89,3299.19,2,13167664
871.73,3292.75,2,13252649
870.92,3276.64,2,13337644
861.25,3273.41,2,13422649
865.28,3283.08,2,13507644
874.15,3299.19,2,13599132
876.56,3292.75,0,13683655
857.23,3286.3,0,13768660
870.92,3283.08,0,13853655
889.45,3299.19,0,13938680
889.45,3299.19,0,14023655
902.34,3299.19,0,14108680
899.93,3299.19,0,14193717
922.49,3299.19,0,14278659
931.35,3299.19,0,14363664
928.12,3299.19,0,14448669
923.29,3299.19,0,14533655
920.07,3299.19,0,14618680
925.71,3299.19,0,14703655
928.12,3299.19,0,14788660
926.51,3299.19,0,14873655
911.21,3299.19,0,14958669
916.04,3299.19,0,15050150
912.01,3299.19,0,15134649
910.4,3299.19,0,15219675
907.18,3299.19,0,15304710
909.59,3299.19,1,15389645
910.4,3299.19,1,15474650
910.4,3299.19,1,15559645
915.23,3299.19,1,15644649
912.01,3299.19,1,15729645
915.23,3299.19,1,15814710
908.79,3299.19,1,15899645
906.37,3299.19,1,15984710
915.23,3299.19,1,16076602
908.79,3299.19,1,16160649
910.4,3299.19,1,16245717
903.96,3299.19,1,16330649
906.37,3299.19,1,16415717
907.18,3299.19,1,16507223
907.18,3299.19,1,16591654
905.57,3299.19,1,16676722
892.68,3299.19,1,16761664
889.45,3299.19,1,16846722
903.96,3299.19,1,16931655
897.51,3299.19,1,17016659
900.73,3299.19,2,17101655
899.12,3299.19,2,17186722
903.96,3299.19,2,17271655
902.34,3299.19,2,17356722
874.15,3299.19,2,17441664
863.67,3299.19,2,17526659
863.67,3299.19,2,17611675
858.84,3299.19,2,17696722
858.03,3299.19,2,17781655
852.39,3299.19,2,17866660
854.81,3299.19,2,17958219
853.2,3299.19,2,18042649
861.25,3299.19,2,18127645
863.67,3295.97,2,18212692
858.03,3299.19,2,18297705
852.39,3299.19,2,18382722
861.25,3299.19,2,18467645
860.45,3299.19,2,18552668
865.28,3299.19,2,18637687
863.67,3299.19,2,18722710
874.15,3299.19,0,18807645
876.56,3299.19,0,18899385
886.23,3299.19,0,18983655
862.06,3299.19,0,19068597
897.51,3299.19,0,19152601
916.85,3299.19,0,19236597
928.12,3299.19,0,19320592
910.4,3299.19,0,19404620
915.23,3299.19,0,19484774
907.98,3299.19,0,19577629
908.79,3299.19,0,19662675
916.85,3299.19,0,19747659
924.9,3299.19,0,19832615
921.68,3299.19,0,19941858
924.1,3299.19,0,20026687
923.29,3299.19,0,20111733
928.12,3299.19,0,20196675
928.12,3299.19,0,20281606
928.12,3299.19,0,20365655
922.49,3299.19,0,20450659
919.26,3299.19,2,20535687
912.82,3299.19,2,20620607
903.96,3299.19,2,20704717
913.62,3299.19,2,20789722
889.45,3299.19,2,20874655
876.56,3299.19,2,20966235
878.98,3299.19,2,21050592
870.92,3299.19,2,21134620
870.92,3299.19,2,21218624
866.89,3299.19,2,21302597
863.67,3299.19,2,21386615
876.56,3299.19,2,21470733
879.79,3299.19,2,21555655
866.89,3299.19,2,21640650
868.51,3299.19,2,21725645
870.12,3299.19,2,21809649
864.48,3299.19,2,21894602
871.73,3299.19,2,21978597
866.89,3299.19,2,22062601
881.4,3299.19,2,22146597
871.73,3299.19,1,22230655
877.37,3299.19,1,22315660
877.37,3299.19,1,22407025
890.26,3299.19,1,22498406
912.01,3299.19,1,22582706
915.23,3299.19,1,22667629
920.07,3299.19,1,22751601
915.23,3299.19,1,22835620
915.23,3299.19,1,22919624
923.29,3299.19,1,23003659
924.9,3299.19,1,23088615
925.71,3299.19,1,23172606
916.04,3299.19,1,23256664
922.49,3299.19,1,23341629
917.65,3299.19,1,23425615
915.23,3299.19,1,23509606
913.62,3299.19,1,23593615
906.37,3299.19,1,23677659
898.32,3299.19,1,23762634
899.93,3299.19,1,23853132
,,,
start,,,
right,left,lighting led pin,
937.79,3299.19,0,0
903.96,3299.19,0,92
890.26,3299.19,0,84526
890.26,3299.19,0,168515
883.01,3299.19,0,252501
943.43,3299.19,0,336515
907.18,3299.19,0,420501
876.56,3299.19,0,504506
876.56,3299.19,0,588502
890.26,3299.19,0,672631
881.4,3299.19,0,757614
887.04,3299.19,0,842538
890.26,3299.19,0,926544
889.45,3299.19,0,1010538
876.56,3299.19,0,1094554
877.37,3299.19,0,1178506
883.01,3299.19,0,1269025
881.4,3299.19,0,1353568
889.45,3299.19,0,1438511
876.56,3299.19,0,1529791
885.42,3299.19,0,1614511
876.56,3299.19,0,1698515
877.37,3299.19,0,1782511
882.2,3299.19,0,1866516
890.26,3299.19,0,1950533
889.45,3299.19,0,2034538
881.4,3299.19,0,2118564
876.56,3299.19,0,2211589
886.23,3299.19,0,2296511
877.37,3299.19,0,2380515
874.95,3299.19,0,2464524
874.15,3299.19,0,2548529
887.84,3299.19,0,2642279
880.59,3299.19,0,2733041
887.84,3299.19,0,2817524
880.59,3299.19,0,2901568
876.56,3299.19,0,2985501
876.56,3299.19,0,3069548
876.56,3299.19,0,3153554
878.98,3299.19,0,3237589
878.98,3299.19,0,3322573
883.01,3299.19,0,3406538
874.95,3299.19,0,3490544
876.56,3299.19,0,3574516
883.81,3299.19,0,3658511
878.98,3299.19,0,3742515
880.59,3299.19,0,3826501
881.4,3299.19,0,3910569
874.15,3299.19,0,3994502
876.56,3299.19,0,4078569
891.87,3299.19,0,4162501
876.56,3299.19,0,4252927
889.45,3299.19,0,4337524
884.62,3299.19,0,4421515
883.01,3299.19,0,4505511
891.06,3299.19,0,4589515
889.45,3299.19,0,4673573
889.45,3299.19,0,4764538
887.04,3299.19,0,4848524
887.84,3299.19,0,4932578
889.45,3299.19,1,5016511
881.4,3299.19,1,5100601
885.42,3299.19,1,5185511
884.62,3299.19,1,5269569
879.79,3299.19,1,5353584
889.45,3299.19,1,5438569
889.45,3299.19,1,5522626
876.56,3299.19,1,5607600
873.34,3299.19,1,5692564
882.2,3299.19,1,5805086
880.59,3299.19,1,5899576
876.56,3299.19,1,5988565
889.45,3299.19,1,6077557
889.45,3299.19,1,6166627
887.04,3299.19,1,6255576
891.06,3299.19,1,6344555
884.62,3299.19,1,6433557
886.23,3299.19,1,6522565
889.45,3299.19,1,6611557
887.84,3299.19,1,6700565
880.59,3299.19,0,6789618
878.17,3299.19,0,6878555
884.62,3299.19,0,6967557
883.01,3299.19,0,7056565
867.7,3299.19,0,7145576
885.42,3299.19,0,7234574
885.42,3299.19,0,7330074
884.62,3299.19,0,7419639
891.06,3299.19,0,7508576
880.59,3299.19,0,7597639
894.29,3299.19,0,7686514
887.04,3299.19,0,7775565
887.04,3299.19,0,7864505
884.62,3299.19,0,7953512
883.01,3299.19,0,8042576
874.15,3299.19,0,8131512
880.59,3299.19,0,8220576
886.23,3299.19,0,8317061
876.56,3299.19,0,8406653
883.81,3299.19,0,8495639
892.68,3299.19,2,8584630
892.68,3299.19,2,8673628
876.56,3299.19,2,8762630
879.79,3299.19,2,8851574
864.48,3299.19,2,8947143
860.45,3299.19,2,9036616
855.62,3299.19,2,9133588
858.03,3299.19,2,9222650
849.17,3299.19,2,9311618
858.84,3299.19,2,9400639
862.06,3299.19,2,9489641
862.06,3299.19,2,9578628
847.56,3299.19,2,9676446
840.31,3299.19,2,9765627
851.59,3299.19,2,9854618
860.45,3299.19,2,9943615
841.92,3299.19,2,10032557
851.59,3299.19,2,10121574
855.62,3299.19,2,10210618
862.06,3299.19,2,10299627
866.89,3299.19,1,10388630
862.06,3299.19,1,10477616
852.39,3299.19,1,10573166
857.23,3299.19,1,10662627
883.01,3299.19,1,10751630
907.18,3299.19,1,10840628
911.21,3299.19,1,10929630
899.93,3299.19,1,11018627
912.01,3299.19,1,11107567
904.76,3299.19,1,11196627
909.59,3299.19,1,11285567
896.7,3299.19,1,11374628
892.68,3299.19,1,11470360
903.15,3299.19,1,11559574
903.15,3299.19,1,11648568
904.76,3299.19,1,11737574
915.23,3299.19,1,11826567
907.18,3299.19,1,11915574
899.12,3299.19,1,12004630
896.7,3299.19,1,12100141
892.68,3299.19,2,12189588
911.21,3299.19,2,12278555
899.12,3299.19,2,12367567
883.01,3299.19,2,12456565
886.23,3299.19,2,12545567
862.06,3299.19,2,12634574
858.84,3299.19,2,12723577
855.62,3299.19,2,12812555
862.06,3299.19,2,12901567
863.67,3299.19,2,12990627
863.67,3299.19,2,13079588
866.89,3299.19,2,13168574
863.67,3299.19,2,13257567
860.45,3299.19,2,13346627
855.62,3299.19,2,13435567
857.23,3299.19,2,13524555
850.78,3299.19,2,13620120
865.28,3299.19,2,13709565
863.67,3299.19,2,13798588
866.89,3299.19,2,13887639
873.34,3299.19,0,13976567
861.25,3299.19,0,14065597
864.48,3299.19,0,14154567
879.79,3299.19,0,14243565
902.34,3299.19,0,14332567
891.06,3299.19,0,14421574
903.15,3299.19,0,14510588
915.23,3299.19,0,14599574
915.23,3299.19,0,14688567
915.23,3299.19,0,14777565
919.26,3299.19,0,14866577
916.85,3299.19,0,14955565
915.23,3299.19,0,15044568
915.23,3299.19,0,15140049
923.29,3299.19,0,15236744
928.12,3299.19,0,15325586
928.12,3299.19,0,15414514
920.87,3299.19,0,15503534
916.85,3299.19,0,15592514
916.04,3299.19,0,15681534
912.82,3299.19,1,15770567
906.37,3299.19,1,15859503
914.43,3299.19,1,15948567
907.18,3299.19,1,16037555
906.37,3299.19,1,16126514
903.15,3299.19,1,16223545
915.23,3299.19,1,16312528
915.23,3299.19,1,16401503
915.23,3299.19,1,16490567
916.04,3299.19,1,16579525
910.4,3299.19,1,16674962
903.96,3299.19,1,16763565
907.18,3299.19,1,16862446
906.37,3299.19,1,16951574
908.79,3299.19,1,17040630
907.18,3299.19,1,17129574
893.48,3299.19,1,17218567
894.29,3299.19,1,17307525
891.06,3299.19,1,17396567
895.9,3299.19,1,17485639
889.45,3299.19,2,17574568
891.06,3299.19,2,17663575
876.56,3299.19,2,17752514
879.79,3299.19,2,17841586
870.12,3299.19,2,17930630
865.28,3299.19,2,18019512
863.67,3299.19,2,18108568
854,3299.19,2,18210867
851.59,3299.19,2,18299537
858.03,3299.19,2,18388512
862.06,3299.19,2,18477567
860.45,3299.19,2,18566525
858.84,3299.19,2,18655567
865.28,3299.19,2,18744503
883.01,3299.19,2,18833537
854,3299.19,2,18922512
857.23,3299.19,2,19011514
876.56,3299.19,2,19100512
870.12,3299.19,2,19189528
864.48,3299.19,2,19278525
876.56,3299.19,0,19367630
876.56,3299.19,0,19456586
877.37,3299.19,0,19545630
863.67,3299.19,0,19634586
911.21,3299.19,0,19730166
922.49,3299.19,0,19819574
923.29,3299.19,0,19908567
903.15,3299.19,0,19997650
920.87,3299.19,0,20086568
928.12,3299.19,0,20175574
923.29,3299.19,0,20264567
923.29,3299.19,0,20353586
909.59,3299.19,0,20442567
897.51,3299.19,0,20531565
911.21,3299.19,0,20620652
906.37,3299.19,0,20709555
905.57,3299.19,0,20798514
899.12,3299.19,0,20887545
902.34,3299.19,0,20976567
900.73,3299.19,0,21065574
908.79,3299.19,2,21154514
905.57,3299.19,2,21250118
907.18,3299.19,2,21339630
912.01,3299.19,2,21428585
881.4,3299.19,2,21517630
866.09,3299.19,2,21606574
862.06,3299.19,2,21695630
868.51,3299.19,2,21784574
850.78,3299.19,2,21873567
871.73,3299.19,2,21962565
860.45,3299.19,2,22051630
863.67,3299.19,2,22140627
871.73,3299.19,2,22236847
870.92,3299.19,2,22325525
865.28,3299.19,2,22414537
866.89,3299.19,2,22503586
876.56,3299.19,2,22592514
876.56,3299.19,2,22681585
863.67,3299.19,2,22777052
865.28,3299.19,2,22866639
866.89,3299.19,1,22955652
876.56,3299.19,1,23044586
873.34,3299.19,1,23133567
871.73,3299.19,1,23222574
904.76,3299.19,1,23319588
928.93,3299.19,1,23408525
938.6,3299.19,1,23497576
919.26,3299.19,1,23586616
928.12,3299.19,1,23675576
917.65,3299.19,1,23764534
915.23,3299.19,1,23853567
909.59,3299.19,1,23942639
919.26,3299.19,1,24041359
918.46,3299.19,1,24130574
917.65,3299.19,1,24219641
912.01,3299.19,1,24315140
911.21,3299.19,1,24404588
899.12,3299.19,1,24493650
907.18,3299.19,1,24582568
904.76,3299.19,1,24671565
,,,
start,,,
right,left,lighting led pin,
889.45,3299.19,0,0
889.45,3299.19,0,92
878.17,3299.19,0,89038
879.79,3299.19,0,178080
876.56,3299.19,0,267085
878.17,3299.19,0,356081
887.84,3299.19,0,445085
886.23,3299.19,0,534080
883.01,3299.19,0,623085
889.45,3299.19,0,712027
884.62,3299.19,0,801076
884.62,3299.19,0,890081
877.37,3299.19,0,985526
878.98,3299.19,0,1074081
876.56,3299.19,0,1163085
878.17,3299.19,0,1252080
876.56,3299.19,0,1341085
876.56,3299.19,0,1430143
870.92,3299.19,0,1519085
878.17,3299.19,0,1608081
881.4,3299.19,0,1697076
887.04,3299.19,0,1786081
889.45,3299.19,0,1875076
885.42,3299.19,0,1964080
889.45,3299.19,0,2053076
885.42,3299.19,0,2142143
892.68,3299.19,0,2231076
895.9,3299.19,0,2320143
889.45,3299.19,0,2409076
884.62,3299.19,0,2498090
886.23,3299.19,0,2593560
878.98,3299.19,0,2682081
880.59,3299.19,0,2771076
888.65,3299.19,0,2860143
887.84,3299.19,0,2949076
887.84,3299.19,0,3038081
876.56,3299.19,0,3127013
873.34,3299.19,0,3216081
880.59,3299.19,0,3305066
881.4,3299.19,0,3394143
889.45,3299.19,0,3483126
885.42,3299.19,0,3572143
887.04,3299.19,0,3661013
873.34,3299.19,0,3750027
887.04,3299.19,0,3839138
883.81,3299.19,0,3928143
889.45,3299.19,0,4017126
881.4,3299.19,0,4112565
891.87,3299.19,0,4208389
889.45,3299.19,0,4297081
897.51,3299.19,0,4386023
894.29,3299.19,0,4475143
899.12,3299.19,0,4564036
889.45,3299.19,0,4653081
889.45,3299.19,0,4742138
896.7,3299.19,0,4831131
889.45,3299.19,0,4920150
891.06,3299.19,0,5009080
889.45,3299.19,0,5098085
889.45,3299.19,0,5187081
878.17,3299.19,1,5276085
889.45,3299.19,1,5365102
889.45,3299.19,1,5461264
884.62,3299.19,1,5550081
889.45,3299.19,1,5639076
894.29,3299.19,1,5752153
883.01,3299.19,1,5846153
883.81,3299.19,1,5935139
883.01,3299.19,1,6024088
883.81,3299.19,1,6113086
879.79,3299.19,1,6202111
889.45,3299.19,1,6300024
883.01,3299.19,1,6389088
878.98,3299.19,1,6478097
878.98,3299.19,1,6567079
878.17,3299.19,1,6662836
889.45,3299.19,1,6752088
889.45,3299.19,1,6841077
889.45,3299.19,1,6930079
889.45,3299.19,1,7019109
892.68,3299.19,0,7108088
889.45,3299.19,0,7197067
877.37,3299.19,0,7286026
884.62,3299.19,0,7381436
887.04,3299.19,0,7471088
889.45,3299.19,0,7560086
899.12,3299.19,0,7649040
890.26,3299.19,0,7738077
894.29,3299.19,0,7827049
883.81,3299.19,0,7916086
887.84,3299.19,0,8005088
