right,left,light index,add,sub,light
863.67,2748.12,0,3611.79,-1884.45,150
858.84,2751.34,0,3610.18,-1892.5,150
870.12,2741.67,0,3611.79,-1871.55,150
865.28,2751.34,0,3616.62,-1886.06,150
870.92,2744.9,0,3615.82,-1873.98,150
870.12,2736.84,0,3606.96,-1866.72,150
876.56,2725.56,0,3602.12,-1849,150
868.51,2738.45,0,3606.96,-1869.94,150
876.56,2743.29,0,3619.85,-1866.73,150
878.17,2738.45,0,3616.62,-1860.28,150
876.56,2744.09,0,3620.65,-1867.53,150
878.17,2728.78,0,3606.95,-1850.61,150
877.37,2732.01,0,3609.38,-1854.64,150
876.56,2732.01,0,3608.57,-1855.45,150
876.56,2743.29,0,3619.85,-1866.73,150
876.56,2732.01,0,3608.57,-1855.45,150
878.17,2744.9,0,3623.07,-1866.73,150
884.62,2754.57,0,3639.19,-1869.95,150
889.45,2746.51,0,3635.96,-1857.06,150
889.45,2751.34,0,3640.79,-1861.89,150
889.45,2756.98,0,3646.43,-1867.53,150
889.45,2757.79,0,3647.24,-1868.34,150
884.62,2748.12,0,3632.74,-1863.5,150
885.42,2748.12,0,3633.54,-1862.7,150
894.29,2744.9,0,3639.19,-1850.61,150
895.09,2741.67,0,3636.76,-1846.58,150
892.68,2732.01,0,3624.69,-1839.33,150
892.68,2738.45,0,3631.13,-1845.77,150
897.51,2756.18,0,3653.69,-1858.67,150
894.29,2744.9,0,3639.19,-1850.61,150
895.9,2748.12,0,3644.02,-1852.22,150
881.4,2747.31,0,3628.71,-1865.91,150
891.06,2735.23,0,3626.29,-1844.17,150
889.45,2744.9,0,3634.35,-1855.45,150
890.26,2744.9,0,3635.16,-1854.64,150
883.01,2732.01,1,3615.02,-1849,90
885.42,2747.31,1,3632.73,-1861.89,90
902.34,2745.7,1,3648.04,-1843.36,90
885.42,2732.01,1,3617.43,-1846.59,90
892.68,2738.45,1,3631.13,-1845.77,90
889.45,2732.01,1,3621.46,-1842.56,90
890.26,2723.95,1,3614.21,-1833.69,90
889.45,2704.61,1,3594.06,-1815.16,90
887.84,2725.56,1,3613.4,-1837.72,90
894.29,2719.12,1,3613.41,-1824.83,90
884.62,2712.67,1,3597.29,-1828.05,90
911.21,2715.09,1,3626.3,-1803.88,90
891.06,2719.12,1,3610.18,-1828.06,90
895.9,2732.01,1,3627.91,-1836.11,90
893.48,2725.56,1,3619.04,-1832.08,90
890.26,2730.4,1,3620.66,-1840.14,90
883.01,2735.23,1,3618.24,-1852.22,90
892.68,2732.01,1,3624.69,-1839.33,90
899.12,2746.51,1,3645.63,-1847.39,90
892.68,2706.23,1,3598.91,-1813.55,90
903.96,2732.01,2,3635.97,-1828.05,30
889.45,2719.12,2,3608.57,-1829.67,30
900.73,2744.9,2,3645.63,-1844.17,30
886.23,2735.23,2,3621.46,-1849,30
857.23,2719.12,2,3576.35,-1861.89,30
844.34,2712.67,2,3557.01,-1868.33,30
852.39,2719.12,2,3571.51,-1866.73,30
852.39,2670.78,2,3523.17,-1818.39,30
857.23,2680.44,2,3537.67,-1823.21,30
852.39,2666.75,2,3519.14,-1814.36,30
854.81,2661.11,2,3515.92,-1806.3,30
858.03,2672.39,2,3530.42,-1814.36,30
865.28,2667.55,2,3532.83,-1802.27,30
871.73,2674,2,3545.73,-1802.27,30
856.42,2680.44,2,3536.86,-1824.02,30
863.67,2667.55,2,3531.22,-1803.88,30
857.23,2661.11,2,3518.34,-1803.88,30
863.67,2673.19,2,3536.86,-1809.52,30
856.42,2674,2,3530.42,-1817.58,30
865.28,2680.44,2,3545.72,-1815.16,30
855.62,2667.55,1,3523.17,-1811.93,90
876.56,2680.44,1,3557,-1803.88,90
854,2645,1,3499,-1791,90
883.01,2685.28,1,3568.29,-1802.27,90
896.7,2703,1,3599.7,-1806.3,90
915.23,2715.89,1,3631.12,-1800.66,90
915.23,2719.92,1,3635.15,-1804.69,90
910.4,2712.67,1,3623.07,-1802.27,90
917.65,2732.01,1,3649.66,-1814.36,90
908.79,2743.29,1,3652.08,-1834.5,90
912.82,2737.65,1,3650.47,-1824.83,90
918.46,2728.78,1,3647.24,-1810.32,90
904.76,2746.51,1,3651.27,-1841.75,90
896.7,2738.45,1,3635.15,-1841.75,90
903.96,2731.2,1,3635.16,-1827.24,90
909.59,2744.9,1,3654.49,-1835.31,90
902.34,2736.84,1,3639.18,-1834.5,90
907.18,2741.67,1,3648.85,-1834.49,90
902.34,2735.23,1,3637.57,-1832.89,90
896.7,2732.01,1,3628.71,-1835.31,90
903.96,2738.45,0,3642.41,-1834.49,150
913.62,2732.01,0,3645.63,-1818.39,150
908.79,2748.12,0,3656.91,-1839.33,150
896.7,2756.18,0,3652.88,-1859.48,150
912.82,2783.57,0,3696.39,-1870.75,150
914.43,2777.12,0,3691.55,-1862.69,150
920.07,2783.57,0,3703.64,-1863.5,150
902.34,2767.46,0,3669.8,-1865.12,150
910.4,2767.46,0,3677.86,-1857.06,150
915.23,2772.29,0,3687.52,-1857.06,150
912.82,2790.01,0,3702.83,-1877.19,150
912.82,2780.35,0,3693.17,-1867.53,150
916.85,2777.12,0,3693.97,-1860.27,150
909.59,2783.57,0,3693.16,-1873.98,150
899.93,2783.57,0,3683.5,-1883.64,150
915.23,2799.68,0,3714.91,-1884.45,150
923.29,2796.46,0,3719.75,-1873.17,150
918.46,2783.57,0,3702.03,-1865.11,150
936.99,2788.4,0,3725.39,-1851.41,150
920.07,2771.48,0,3691.55,-1851.41,150
919.26,2819.02,2,3738.28,-1899.76,30
915.23,2815.8,2,3731.03,-1900.57,30
912.82,2809.35,2,3722.17,-1896.53,30
902.34,2802.91,2,3705.25,-1900.57,30
908.79,2790.01,2,3698.8,-1881.22,30
887.04,2751.34,2,3638.38,-1864.3,30
883.01,2744.9,2,3627.91,-1861.89,30
889.45,2728.78,2,3618.23,-1839.33,30
874.15,2696.56,2,3570.71,-1822.41,30
892.68,2738.45,2,3631.13,-1845.77,30
860.45,2711.06,2,3571.51,-1850.61,30
887.04,2737.65,2,3624.69,-1850.61,30
878.17,2732.01,2,3610.18,-1853.84,30
871.73,2720.73,2,3592.46,-1849,30
882.2,2711.87,2,3594.07,-1829.67,30
869.31,2703,2,3572.31,-1833.69,30
876.56,2721.53,2,3598.09,-1844.97,30
876.56,2696.56,2,3573.12,-1820,30
877.37,2711.06,2,3588.43,-1833.69,30
870.12,2719.12,2,3589.24,-1849,30
880.59,2721.53,1,3602.12,-1840.94,90
876.56,2725.56,1,3602.12,-1849,90
883.81,2725.56,1,3609.37,-1841.75,90
881.4,2754.57,1,3635.97,-1873.17,90
902.34,2757.79,1,3660.13,-1855.45,90
922.49,2777.12,1,3699.61,-1854.63,90
936.99,2770.68,1,3707.67,-1833.69,90
929.74,2798.07,1,3727.81,-1868.33,90
924.9,2809.35,1,3734.25,-1884.45,90
928.12,2796.46,1,3724.58,-1868.34,90
930.54,2812.57,1,3743.11,-1882.03,90
928.12,2802.91,1,3731.03,-1874.79,90
929.74,2809.35,1,3739.09,-1879.61,90
928.12,2809.35,1,3737.47,-1881.23,90
928.12,2815.8,1,3743.92,-1887.68,90
916.04,2790.01,1,3706.05,-1873.97,90
924.1,2807.74,1,3731.84,-1883.64,90
928.12,2809.35,1,3737.47,-1881.23,90
920.07,2801.29,1,3721.36,-1881.22,90
907.18,2812.57,1,3719.75,-1905.39,90
928.12,2814.18,0,3742.3,-1886.06,150
918.46,2809.35,0,3727.81,-1890.89,150
928.12,2831.91,0,3760.03,-1903.79,150
928.12,2848.02,0,3776.14,-1919.9,150
925.71,2857.69,0,3783.4,-1931.98,150
928.12,2854.47,0,3782.59,-1926.35,150
923.29,2853.66,0,3776.95,-1930.37,150
928.12,2860.91,0,3789.03,-1932.79,150
912.01,2867.36,0,3779.37,-1955.35,150
928.12,2848.02,0,3776.14,-1919.9,150
916.04,2864.14,0,3780.18,-1948.1,150
928.12,2854.47,0,3782.59,-1926.35,150
915.23,2860.91,0,3776.14,-1945.68,150
931.35,2866.55,0,3797.9,-1935.2,150
929.74,2867.36,0,3797.1,-1937.62,150
924.1,2867.36,0,3791.46,-1943.26,150
920.07,2844.8,0,3764.87,-1924.73,150
912.82,2857.69,0,3770.51,-1944.87,150
928.12,2873.8,0,3801.92,-1945.68,150
932.96,2880.25,0,3813.21,-1947.29,150
934.57,2902.81,2,3837.38,-1968.24,30
929.74,2915.7,2,3845.44,-1985.96,30
921.68,2909.25,2,3830.93,-1987.57,30
916.04,2886.69,2,3802.73,-1970.65,30
915.23,2886.69,2,3801.92,-1971.46,30
895.9,2870.58,2,3766.48,-1974.68,30
884.62,2846.41,2,3731.03,-1961.79,30
876.56,2796.46,2,3673.02,-1919.9,30
878.17,2783.57,2,3661.74,-1905.4,30
876.56,2770.68,2,3647.24,-1894.12,30
870.92,2790.01,2,3660.93,-1919.09,30
868.51,2783.57,2,3652.08,-1915.06,30
876.56,2777.12,2,3653.68,-1900.56,30
880.59,2783.57,2,3664.16,-1902.98,30
870.12,2777.12,2,3647.24,-1907,30
874.15,2783.57,2,3657.72,-1909.42,30
882.2,2799.68,2,3681.88,-1917.48,30
866.89,2761.01,2,3627.9,-1894.12,30
877.37,2777.12,2,3654.49,-1899.75,30
873.34,2783.57,2,3656.91,-1910.23,30
878.17,2777.12,0,3655.29,-1898.95,150
874.15,2773.9,0,3648.05,-1899.75,150
891.06,2783.57,0,3674.63,-1892.51,150
876.56,2864.14,0,3740.7,-1987.58,150
899.93,2848.02,0,3747.95,-1948.09,150
915.23,2860.91,0,3776.14,-1945.68,150
915.23,2873.8,0,3789.03,-1958.57,150
907.18,2870.58,0,3777.76,-1963.4,150
915.23,2865.75,0,3780.98,-1950.52,150
910.4,2849.63,0,3760.03,-1939.23,150
916.04,2866.55,0,3782.59,-1950.51,150
908.79,2880.25,0,3789.04,-1971.46,150
915.23,2865.75,0,3780.98,-1950.52,150
919.26,2886.69,0,3805.95,-1967.43,150
924.9,2886.69,0,3811.59,-1961.79,150
912.01,2883.47,0,3795.48,-1971.46,150
916.85,2875.42,0,3792.27,-1958.57,150
921.68,2883.47,0,3805.15,-1961.79,150
913.62,2883.47,0,3797.09,-1969.85,150
919.26,2886.69,0,3805.95,-1967.43,150
925.71,2925.37,1,3851.08,-1999.66,90
915.23,2912.48,1,3827.71,-1997.25,90
909.59,2886.69,1,3796.28,-1977.1,90
913.62,2925.37,1,3838.99,-2011.75,90
908.79,2876.22,1,3785.01,-1967.43,90
915.23,2867.36,1,3782.59,-1952.13,90
915.23,2875.42,1,3790.65,-1960.19,90
898.32,2851.25,1,3749.57,-1952.93,90
903.96,2867.36,1,3771.32,-1963.4,90
904.76,2854.47,1,3759.23,-1949.71,90
903.96,2841.58,1,3745.54,-1937.62,90
902.34,2851.25,1,3753.59,-1948.91,90
896.7,2838.35,1,3735.05,-1941.65,90
902.34,2841.58,1,3743.92,-1939.24,90
897.51,2851.25,1,3748.76,-1953.74,90
903.96,2849.63,1,3753.59,-1945.67,90
906.37,2854.47,1,3760.84,-1948.1,90
903.96,2854.47,1,3758.43,-1950.51,90
909.59,2848.83,1,3758.42,-1939.24,90
889.45,2857.69,1,3747.14,-1968.24,90
