right,left,lighting led pin,add,sub,light
909.59,2770.68,0,3680.27,-1861.09,150
905.57,2777.12,0,3682.69,-1871.55,150
907.18,2777.12,0,3684.3,-1869.94,150
906.37,2770.68,0,3677.05,-1864.31,150
896.7,2764.23,0,3660.93,-1867.53,150
895.9,2757.79,0,3653.69,-1861.89,150
889.45,2761.01,0,3650.46,-1871.56,150
891.06,2751.34,0,3642.4,-1860.28,150
889.45,2756.18,0,3645.63,-1866.73,150
887.04,2770.68,1,3657.72,-1883.64,90
891.06,2757.79,1,3648.85,-1866.73,90
881.4,2751.34,1,3632.74,-1869.94,90
893.48,2736.84,1,3630.32,-1843.36,90
889.45,2722.34,1,3611.79,-1832.89,90
886.23,2728.78,1,3615.01,-1842.55,90
891.06,2722.34,1,3613.4,-1831.28,90
880.59,2735.23,1,3615.82,-1854.64,90
891.06,2741.67,1,3632.73,-1850.61,90
891.87,2743.29,1,3635.16,-1851.42,90
891.06,2725.56,1,3616.62,-1834.5,90
884.62,2723.95,1,3608.57,-1839.33,90
888.65,2743.29,1,3631.94,-1854.64,90
886.23,2730.4,1,3616.63,-1844.17,90
873.34,2744.9,1,3618.24,-1871.56,90
890.26,2728.78,1,3619.04,-1838.52,90
886.23,2719.12,1,3605.35,-1832.89,90
891.06,2724.76,1,3615.82,-1833.7,90
889.45,2738.45,1,3627.9,-1849,90
887.84,2719.12,1,3606.96,-1831.28,90
891.06,2730.4,0,3621.46,-1839.34,150
879.79,2725.56,0,3605.35,-1845.77,150
876.56,2746.51,0,3623.07,-1869.95,150
878.17,2756.18,0,3634.35,-1878.01,150
884.62,2757.79,0,3642.41,-1873.17,150
884.62,2764.23,0,3648.85,-1879.61,150
878.98,2748.12,0,3627.1,-1869.14,150
881.4,2748.12,0,3629.52,-1866.72,150
884.62,2741.67,0,3626.29,-1857.05,150
883.81,2746.51,0,3630.32,-1862.7,150
877.37,2748.12,0,3625.49,-1870.75,150
885.42,2756.18,0,3641.6,-1870.76,150
876.56,2764.23,0,3640.79,-1887.67,150
876.56,2754.57,0,3631.13,-1878.01,150
890.26,2747.31,0,3637.57,-1857.05,150
889.45,2761.01,0,3650.46,-1871.56,150
883.01,2754.57,0,3637.58,-1871.56,150
879.79,2757.79,0,3637.58,-1878,150
889.45,2743.29,0,3632.74,-1853.84,150
889.45,2738.45,0,3627.9,-1849,150
