right,left,lighting led pin,add,sub,light
871.73,2790.01,1,3661.74,-1918.28,90
877.37,2806.13,1,3683.5,-1928.76,90
884.62,2841.58,1,3726.2,-1956.96,90
916.85,2854.47,1,3771.32,-1937.62,90
915.23,2854.47,1,3769.7,-1939.24,90
916.04,2831.91,1,3747.95,-1915.87,90
916.04,2848.02,1,3764.06,-1931.98,90
920.07,2848.02,1,3768.09,-1927.95,90
912.01,2825.46,1,3737.47,-1913.45,90
915.23,2835.13,1,3750.36,-1919.9,90
916.85,2828.69,1,3745.54,-1911.84,90
904.76,2848.02,1,3752.78,-1943.26,90
889.45,2850.44,1,3739.89,-1960.99,90
904.76,2857.69,1,3762.45,-1952.93,90
889.45,2848.02,1,3737.47,-1958.57,90
886.23,2854.47,1,3740.7,-1968.24,90
889.45,2844.8,1,3734.25,-1955.35,90
892.68,2864.14,1,3756.82,-1971.46,90
899.12,2873.8,0,3772.92,-1974.68,150
903.15,2873.8,0,3776.95,-1970.65,150
902.34,2860.91,0,3763.25,-1958.57,150
891.87,2880.25,0,3772.12,-1988.38,150
889.45,2883.47,0,3772.92,-1994.02,150
889.45,2880.25,0,3769.7,-1990.8,150
889.45,2873.8,0,3763.25,-1984.35,150
894.29,2873.8,0,3768.09,-1979.51,150
898.32,2872.19,0,3770.51,-1973.87,150
889.45,2860.91,0,3750.36,-1971.46,150
902.34,2872.19,0,3774.53,-1969.85,150
882.2,2876.22,0,3758.42,-1994.02,150
890.26,2886.69,0,3776.95,-1996.43,150
889.45,2886.69,0,3776.14,-1997.24,150
889.45,2854.47,0,3743.92,-1965.02,150
896.7,2860.91,0,3757.61,-1964.21,150
890.26,2860.91,0,3751.17,-1970.65,150
884.62,2879.44,0,3764.06,-1994.82,150
889.45,2873.8,0,3763.25,-1984.35,150
884.62,2867.36,0,3751.98,-1982.74,150
876.56,2867.36,1,3743.92,-1990.8,90
889.45,2865.75,1,3755.2,-1976.3,90
887.84,2867.36,1,3755.2,-1979.52,90
889.45,2848.02,1,3737.47,-1958.57,90
889.45,2835.13,1,3724.58,-1945.68,90
891.06,2848.02,1,3739.08,-1956.96,90
872.53,2835.13,1,3707.66,-1962.6,90
890.26,2848.02,1,3738.28,-1957.76,90
890.26,2835.13,1,3725.39,-1944.87,90
889.45,2835.13,1,3724.58,-1945.68,90
884.62,2848.02,1,3732.64,-1963.4,90
874.95,2849.63,1,3724.58,-1974.68,90
883.01,2848.02,1,3731.03,-1965.01,90
889.45,2839.97,1,3729.42,-1950.52,90
895.09,2848.02,1,3743.11,-1952.93,90
883.01,2848.02,1,3731.03,-1965.01,90
887.84,2834.33,1,3722.17,-1946.49,90
885.42,2835.13,1,3720.55,-1949.71,90
873.34,2841.58,1,3714.92,-1968.24,90
876.56,2846.41,1,3722.97,-1969.85,90
885.42,2860.91,2,3746.33,-1975.49,30
877.37,2854.47,2,3731.84,-1977.1,30
889.45,2848.02,2,3737.47,-1958.57,30
837.89,2767.46,2,3605.35,-1929.57,30
837.89,2744.9,2,3582.79,-1907.01,30
837.89,2754.57,2,3592.46,-1916.68,30
834.67,2788.4,2,3623.07,-1953.73,30
858.84,2799.68,2,3658.52,-1940.84,30
852.39,2761.01,2,3613.4,-1908.62,30
863.67,2794.85,2,3658.52,-1931.18,30
859.64,2770.68,2,3630.32,-1911.04,30
837.89,2767.46,2,3605.35,-1929.57,30
850.78,2770.68,2,3621.46,-1919.9,30
850.78,2773.9,2,3624.68,-1923.12,30
854.81,2773.9,2,3628.71,-1919.09,30
858.84,2754.57,2,3613.41,-1895.73,30
857.23,2777.12,2,3634.35,-1919.89,30
863.67,2770.68,2,3634.35,-1907.01,30
858.84,2772.29,2,3631.13,-1913.45,30
859.64,2777.12,2,3636.76,-1917.48,30
876.56,2748.12,1,3624.68,-1871.56,90
865.28,2751.34,1,3616.62,-1886.06,90
863.67,2757.79,1,3621.46,-1894.12,90
878.17,2793.24,1,3671.41,-1915.07,90
897.51,2824.66,1,3722.17,-1927.15,90
890.26,2841.58,1,3731.84,-1951.32,90
906.37,2835.13,1,3741.5,-1928.76,90
915.23,2838.35,1,3753.58,-1923.12,90
912.01,2809.35,1,3721.36,-1897.34,90
895.9,2848.02,1,3743.92,-1952.12,90
913.62,2848.02,1,3761.64,-1934.4,90
915.23,2853.66,1,3768.89,-1938.43,90
895.9,2847.22,1,3743.12,-1951.32,90
890.26,2835.13,1,3725.39,-1944.87,90
906.37,2835.13,1,3741.5,-1928.76,90
900.73,2835.13,1,3735.86,-1934.4,90
899.93,2827.08,1,3727.01,-1927.15,90
898.32,2848.02,1,3746.34,-1949.7,90
899.93,2835.13,1,3735.06,-1935.2,90
899.12,2835.13,1,3734.25,-1936.01,90
899.93,2854.47,2,3754.4,-1954.54,30
902.34,2848.02,2,3750.36,-1945.68,30
909.59,2852.86,2,3762.45,-1943.27,30
876.56,2790.01,2,3666.57,-1913.45,30
871.73,2770.68,2,3642.41,-1898.95,30
860.45,2770.68,2,3631.13,-1910.23,30
849.17,2767.46,2,3616.63,-1918.29,30
857.23,2770.68,2,3627.91,-1913.45,30
851.59,2772.29,2,3623.88,-1920.7,30
850.78,2772.29,2,3623.07,-1921.51,30
863.67,2777.12,2,3640.79,-1913.45,30
862.06,2757.79,2,3619.85,-1895.73,30
873.34,2767.46,2,3640.8,-1894.12,30
861.25,2776.32,2,3637.57,-1915.07,30
865.28,2756.18,2,3621.46,-1890.9,30
863.67,2780.35,2,3644.02,-1916.68,30
870.92,2770.68,2,3641.6,-1899.76,30
870.92,2780.35,2,3651.27,-1909.43,30
873.34,2764.23,2,3637.57,-1890.89,30
876.56,2773.9,2,3650.46,-1897.34,30
870.12,2757.79,0,3627.91,-1887.67,150
873.34,2772.29,0,3645.63,-1898.95,150
893.48,2796.46,0,3689.94,-1902.98,150
889.45,2860.91,0,3750.36,-1971.46,150
890.26,2886.69,0,3776.95,-1996.43,150
912.01,2849.63,0,3761.64,-1937.62,150
915.23,2838.35,0,3753.58,-1923.12,150
915.23,2857.69,0,3772.92,-1942.46,150
902.34,2851.25,0,3753.59,-1948.91,150
911.21,2848.02,0,3759.23,-1936.81,150
912.82,2867.36,0,3780.18,-1954.54,150
906.37,2867.36,0,3773.73,-1960.99,150
911.21,2875.42,0,3786.63,-1964.21,150
899.12,2867.36,0,3766.48,-1968.24,150
907.18,2867.36,0,3774.54,-1960.18,150
900.73,2873.8,0,3774.53,-1973.07,150
902.34,2846.41,0,3748.75,-1944.07,150
903.15,2864.14,0,3767.29,-1960.99,150
896.7,2854.47,0,3751.17,-1957.77,150
889.45,2867.36,0,3756.81,-1977.91,150
900.73,2877.03,1,3777.76,-1976.3,90
903.96,2851.25,1,3755.21,-1947.29,90
889.45,2854.47,1,3743.92,-1965.02,90
889.45,2822.24,1,3711.69,-1932.79,90
891.06,2822.24,1,3713.3,-1931.18,90
897.51,2822.24,1,3719.75,-1924.73,90
899.12,2806.13,1,3705.25,-1907.01,90
897.51,2828.69,1,3726.2,-1931.18,90
895.09,2819.02,1,3714.11,-1923.93,90
884.62,2835.13,1,3719.75,-1950.51,90
892.68,2825.46,1,3718.14,-1932.78,90
889.45,2825.46,1,3714.91,-1936.01,90
889.45,2823.05,1,3712.5,-1933.6,90
899.93,2815.8,1,3715.73,-1915.87,90
887.84,2809.35,1,3697.19,-1921.51,90
889.45,2812.57,1,3702.02,-1923.12,90
899.93,2815.8,1,3715.73,-1915.87,90
889.45,2819.02,1,3708.47,-1929.57,90
896.7,2827.88,1,3724.58,-1931.18,90
894.29,2824.66,1,3718.95,-1930.37,90
903.15,2835.13,0,3738.28,-1931.98,150
892.68,2828.69,0,3721.37,-1936.01,150
889.45,2825.46,0,3714.91,-1936.01,150
890.26,2867.36,0,3757.62,-1977.1,150
891.87,2852.86,0,3744.73,-1960.99,150
891.06,2868.97,0,3760.03,-1977.91,150
892.68,2857.69,0,3750.37,-1965.01,150
881.4,2867.36,0,3748.76,-1985.96,150
889.45,2867.36,0,3756.81,-1977.91,150
889.45,2886.69,0,3776.14,-1997.24,150
880.59,2873.8,0,3754.39,-1993.21,150
880.59,2867.36,0,3747.95,-1986.77,150
876.56,2880.25,0,3756.81,-2003.69,150
878.17,2880.25,0,3758.42,-2002.08,150
892.68,2880.25,0,3772.93,-1987.57,150
891.06,2860.91,0,3751.97,-1969.85,150
885.42,2860.91,0,3746.33,-1975.49,150
867.7,2870.58,0,3738.28,-2002.88,150
878.17,2860.11,0,3738.28,-1981.94,150
874.15,2867.36,0,3741.51,-1993.21,150
