right,left,lighting led pin,add,sub,light
903.96,2922.14,2,3826.1,-2018.18,30
897.51,2906.03,2,3803.54,-2008.52,30
897.51,2904.42,2,3801.93,-2006.91,30
870.12,2883.47,2,3753.59,-2013.35,30
863.67,2880.25,2,3743.92,-2016.58,30
863.67,2841.58,2,3705.25,-1977.91,30
861.25,2831.91,2,3693.16,-1970.66,30
863.67,2835.13,2,3698.8,-1971.46,30
863.67,2831.1,2,3694.77,-1967.43,30
863.67,2841.58,2,3705.25,-1977.91,30
861.25,2860.91,2,3722.16,-1999.66,30
845.95,2860.91,2,3706.86,-2014.96,30
863.67,2823.85,2,3687.52,-1960.18,30
868.51,2848.02,2,3716.53,-1979.51,30
851.59,2835.13,2,3686.72,-1983.54,30
863.67,2828.69,2,3692.36,-1965.02,30
863.67,2849.63,2,3713.3,-1985.96,30
872.53,2835.13,2,3707.66,-1962.6,30
865.28,2853.66,1,3718.94,-1988.38,90
869.31,2835.13,1,3704.44,-1965.82,90
866.89,2848.02,1,3714.91,-1981.13,90
880.59,2850.44,1,3731.03,-1969.85,90
902.34,2886.69,1,3789.03,-1984.35,90
908.79,2906.03,1,3814.82,-1997.24,90
915.23,2901.2,1,3816.43,-1985.97,90
906.37,2886.69,1,3793.06,-1980.32,90
916.85,2918.92,1,3835.77,-2002.07,90
898.32,2925.37,1,3823.69,-2027.05,90
897.51,2930.2,1,3827.71,-2032.69,90
915.23,2902.81,1,3818.04,-1987.58,90
913.62,2918.92,1,3832.54,-2005.3,90
907.18,2922.14,1,3829.32,-2014.96,90
903.96,2918.92,1,3822.88,-2014.96,90
897.51,2918.92,1,3816.43,-2021.41,90
902.34,2906.03,1,3808.37,-2003.69,90
899.12,2886.69,1,3785.81,-1987.57,90
895.9,2918.92,1,3814.82,-2023.02,90
896.7,2886.69,1,3783.39,-1989.99,90
900.73,2877.03,0,3777.76,-1976.3,150
883.01,2875.42,0,3758.43,-1992.41,150
899.93,2912.48,0,3812.41,-2012.55,150
892.68,2915.7,0,3808.38,-2023.02,150
897.51,2931.81,0,3829.32,-2034.3,150
890.26,2924.56,0,3814.82,-2034.3,150
893.48,2925.37,0,3818.85,-2031.89,150
888.65,2906.03,0,3794.68,-2017.38,150
904.76,2928.59,0,3833.35,-2023.83,150
891.06,2938.26,0,3829.32,-2047.2,150
889.45,2925.37,0,3814.82,-2035.92,150
890.26,2931.81,0,3822.07,-2041.55,150
893.48,2936.65,0,3830.13,-2043.17,150
903.96,2944.7,0,3848.66,-2040.74,150
894.29,2931.81,0,3826.1,-2037.52,150
893.48,2928.59,0,3822.07,-2035.11,150
895.9,2951.15,0,3847.05,-2055.25,150
907.18,2931.81,0,3838.99,-2024.63,150
889.45,2915.7,0,3805.15,-2026.25,150
889.45,2926.17,0,3815.62,-2036.72,150
890.26,2928.59,2,3818.85,-2038.33,30
902.34,2947.92,2,3850.26,-2045.58,30
889.45,2943.09,2,3832.54,-2053.64,30
895.9,2938.26,2,3834.16,-2042.36,30
876.56,2872.19,2,3748.75,-1995.63,30
859.64,2825.46,2,3685.1,-1965.82,30
855.62,2828.69,2,3684.31,-1973.07,30
861.25,2828.69,2,3689.94,-1967.44,30
857.23,2823.85,2,3681.08,-1966.62,30
855.62,2814.99,2,3670.61,-1959.37,30
857.23,2814.99,2,3672.22,-1957.76,30
850.78,2823.85,2,3674.63,-1973.07,30
845.95,2815.8,2,3661.75,-1969.85,30
850.78,2822.24,2,3673.02,-1971.46,30
858.84,2828.69,2,3687.53,-1969.85,30
858.84,2835.13,2,3693.97,-1976.29,30
850.78,2834.33,2,3685.11,-1983.55,30
854,2828.69,2,3682.69,-1974.69,30
864.48,2847.22,2,3711.7,-1982.74,30
863.67,2857.69,2,3721.36,-1994.02,30
863.67,2809.35,1,3673.02,-1945.68,90
863.67,2835.13,1,3698.8,-1971.46,90
866.89,2846.41,1,3713.3,-1979.52,90
874.15,2877.03,1,3751.18,-2002.88,90
889.45,2902.81,1,3792.26,-2013.36,90
912.01,2886.69,1,3798.7,-1974.68,90
917.65,2886.69,1,3804.34,-1969.04,90
912.82,2912.48,1,3825.3,-1999.66,90
916.85,2886.69,1,3803.54,-1969.84,90
896.7,2906.03,1,3802.73,-2009.33,90
913.62,2886.69,1,3800.31,-1973.07,90
915.23,2928.59,1,3843.82,-2013.36,90
915.23,2910.86,1,3826.09,-1995.63,90
916.04,2886.69,1,3802.73,-1970.65,90
902.34,2902,1,3804.34,-1999.66,90
900.73,2886.69,1,3787.42,-1985.96,90
892.68,2875.42,1,3768.1,-1982.74,90
903.96,2886.69,1,3790.65,-1982.73,90
895.9,2931.81,1,3827.71,-2035.91,90
907.98,2922.14,1,3830.12,-2014.16,90
896.7,2941.48,0,3838.18,-2044.78,150
899.12,2928.59,0,3827.71,-2029.47,150
902.34,2925.37,0,3827.71,-2023.03,150
900.73,2956.79,0,3857.52,-2056.06,150
887.04,2970.48,0,3857.52,-2083.44,150
902.34,2935.03,0,3837.37,-2032.69,150
906.37,2957.59,0,3863.96,-2051.22,150
909.59,2976.93,0,3886.52,-2067.34,150
902.34,2951.15,0,3853.49,-2048.81,150
915.23,2954.37,0,3869.6,-2039.14,150
915.23,2951.15,0,3866.38,-2035.92,150
911.21,2951.15,0,3862.36,-2039.94,150
907.18,2951.15,0,3858.33,-2043.97,150
915.23,2960.82,0,3876.05,-2045.59,150
909.59,2973.71,0,3883.3,-2064.12,150
915.23,2967.26,0,3882.49,-2052.03,150
915.23,2964.04,0,3879.27,-2048.81,150
915.23,3005.93,0,3921.16,-2090.7,150
908.79,2967.26,0,3876.05,-2058.47,150
915.23,2975.32,0,3890.55,-2060.09,150
909.59,2973.71,2,3883.3,-2064.12,30
904.76,2988.21,2,3892.97,-2083.45,30
902.34,2978.54,2,3880.88,-2076.2,30
903.96,2976.93,2,3880.89,-2072.97,30
889.45,2951.15,2,3840.6,-2061.7,30
895.9,2938.26,2,3834.16,-2042.36,30
877.37,2886.69,2,3764.06,-2009.32,30
866.89,2880.25,2,3747.14,-2013.36,30
872.53,2864.14,2,3736.67,-1991.61,30
862.06,2831.91,2,3693.97,-1969.85,30
864.48,2860.91,2,3725.39,-1996.43,30
853.2,2867.36,2,3720.56,-2014.16,30
858.84,2844.8,2,3703.64,-1985.96,30
855.62,2848.02,2,3703.64,-1992.4,30
850.78,2848.83,2,3699.61,-1998.05,30
836.28,2857.69,2,3693.97,-2021.41,30
837.89,2860.91,2,3698.8,-2023.02,30
850.78,2844.8,2,3695.58,-1994.02,30
840.31,2835.13,2,3675.44,-1994.82,30
856.42,2869.78,2,3726.2,-2013.36,30
849.98,2848.02,0,3698,-1998.04,150
837.89,2841.58,0,3679.47,-2003.69,150
845.14,2848.02,0,3693.16,-2002.88,150
889.45,2912.48,0,3801.93,-2023.03,150
858.84,2880.25,0,3739.09,-2021.41,150
886.23,2915.7,0,3801.93,-2029.47,150
880.59,2912.48,0,3793.07,-2031.89,150
887.04,2938.26,0,3825.3,-2051.22,150
885.42,2928.59,0,3814.01,-2043.17,150
883.81,2926.98,0,3810.79,-2043.17,150
893.48,2944.7,0,3838.18,-2051.22,150
890.26,2925.37,0,3815.63,-2035.11,150
889.45,2935.03,0,3824.48,-2045.58,150
889.45,2926.98,0,3816.43,-2037.53,150
890.26,2926.98,0,3817.24,-2036.72,150
889.45,2922.14,0,3811.59,-2032.69,150
887.84,2938.26,0,3826.1,-2050.42,150
889.45,2925.37,0,3814.82,-2035.92,150
887.84,2928.59,0,3816.43,-2040.75,150
889.45,2901.2,0,3790.65,-2011.75,150
884.62,2926.17,1,3810.79,-2041.55,90
889.45,2925.37,1,3814.82,-2035.92,90
887.04,2926.98,1,3814.02,-2039.94,90
889.45,2925.37,1,3814.82,-2035.92,90
891.87,2925.37,1,3817.24,-2033.5,90
886.23,2912.48,1,3798.71,-2026.25,90
883.01,2906.03,1,3789.04,-2023.02,90
879.79,2880.25,1,3760.04,-2000.46,90
879.79,2886.69,1,3766.48,-2006.9,90
879.79,2886.69,1,3766.48,-2006.9,90
878.17,2886.69,1,3764.86,-2008.52,90
878.98,2927.78,1,3806.76,-2048.8,90
884.62,2906.03,1,3790.65,-2021.41,90
880.59,2912.48,1,3793.07,-2031.89,90
879.79,2886.69,1,3766.48,-2006.9,90
867.7,2910.86,1,3778.56,-2043.16,90
876.56,2904.42,1,3780.98,-2027.86,90
882.2,2909.25,1,3791.45,-2027.05,90
876.56,2879.44,1,3756,-2002.88,90
876.56,2886.69,1,3763.25,-2010.13,90
