right,left,lighting led pin,add,sub,light
885.42,3031.71,0,3917.13,-2146.29,150
889.45,3039.77,0,3929.22,-2150.32,150
889.45,3018.82,0,3908.27,-2129.37,150
889.45,3002.71,0,3892.16,-2113.26,150
876.56,3018.82,0,3895.38,-2142.26,150
881.4,3015.6,0,3897,-2134.2,150
884.62,3025.27,0,3909.89,-2140.65,150
884.62,3022.05,0,3906.67,-2137.43,150
884.62,3009.16,0,3893.78,-2124.54,150
881.4,3015.6,2,3897,-2134.2,30
876.56,3012.38,2,3888.94,-2135.82,30
876.56,3015.6,2,3892.16,-2139.04,30
850.78,2938.26,2,3789.04,-2087.48,30
848.36,2902.81,2,3751.17,-2054.45,30
845.95,2886.69,2,3732.64,-2040.74,30
849.17,2886.69,2,3735.86,-2037.52,30
841.92,2883.47,2,3725.39,-2041.55,30
845.95,2886.69,2,3732.64,-2040.74,30
841.11,2912.48,2,3753.59,-2071.37,30
848.36,2912.48,2,3760.84,-2064.12,30
842.72,2906.03,2,3748.75,-2063.31,30
853.2,2886.69,2,3739.89,-2033.49,30
854,2883.47,2,3737.47,-2029.47,30
860.45,2886.69,2,3747.14,-2026.24,30
850.78,2886.69,2,3737.47,-2035.91,30
864.48,2910.86,2,3775.34,-2046.38,30
866.89,2912.48,2,3779.37,-2045.59,30
869.31,2886.69,2,3756,-2017.38,30
855.62,2926.98,2,3782.6,-2071.36,30
862.06,2880.25,0,3742.31,-2018.19,150
850.78,2912.48,0,3763.26,-2061.7,150
889.45,2918.92,0,3808.37,-2029.47,150
890.26,2938.26,0,3828.52,-2048,150
894.29,2944.7,0,3838.99,-2050.41,150
902.34,2957.59,0,3859.93,-2055.25,150
894.29,2964.04,0,3858.33,-2069.75,150
902.34,2944.7,0,3847.04,-2042.36,150
902.34,2976.93,0,3879.27,-2074.59,150
899.93,2980.15,0,3880.08,-2080.22,150
893.48,2978.54,0,3872.02,-2085.06,150
902.34,2970.48,0,3872.82,-2068.14,150
899.93,2976.93,0,3876.86,-2077,150
899.93,2978.54,0,3878.47,-2078.61,150
912.01,2973.71,0,3885.72,-2061.7,150
911.21,2989.82,0,3901.03,-2078.61,150
903.96,2996.26,0,3900.22,-2092.3,150
902.34,2989.82,0,3892.16,-2087.48,150
894.29,2989.82,0,3884.11,-2095.53,150
904.76,2970.48,0,3875.24,-2065.72,150
905.57,2976.93,1,3882.5,-2071.36,90
893.48,2964.04,1,3857.52,-2070.56,90
893.48,2989.82,1,3883.3,-2096.34,90
894.29,2976.93,1,3871.22,-2082.64,90
902.34,2973.71,1,3876.05,-2071.37,90
899.12,2954.37,1,3853.49,-2055.25,90
897.51,2964.04,1,3861.55,-2066.53,90
893.48,2964.04,1,3857.52,-2070.56,90
887.04,2968.87,1,3855.91,-2081.83,90
889.45,2973.71,1,3863.16,-2084.26,90
887.84,2951.15,1,3838.99,-2063.31,90
889.45,2944.7,1,3834.15,-2055.25,90
889.45,2964.04,1,3853.49,-2074.59,90
892.68,2960.82,1,3853.5,-2068.14,90
893.48,2979.35,1,3872.83,-2085.87,90
897.51,2986.6,1,3884.11,-2089.09,90
893.48,2960.82,1,3854.3,-2067.34,90
902.34,2976.93,1,3879.27,-2074.59,90
899.12,2964.04,1,3863.16,-2064.92,90
898.32,2975.32,1,3873.64,-2077,90
905.57,3001.1,0,3906.67,-2095.53,150
905.57,2951.15,0,3856.72,-2045.58,150
887.04,3015.6,0,3902.64,-2128.56,150
880.59,3009.16,0,3889.75,-2128.57,150
894.29,3005.93,0,3900.22,-2111.64,150
894.29,3001.1,0,3895.39,-2106.81,150
892.68,3005.93,0,3898.61,-2113.25,150
886.23,3002.71,0,3888.94,-2116.48,150
893.48,3003.52,0,3897,-2110.04,150
964.38,3067.16,0,4031.54,-2102.78,150
896.7,3001.1,0,3897.8,-2104.4,150
884.62,3005.93,0,3890.55,-2121.31,150
886.23,3015.6,0,3901.83,-2129.37,150
889.45,3005.93,0,3895.38,-2116.48,150
876.56,3002.71,0,3879.27,-2126.15,150
896.7,3004.32,0,3901.02,-2107.62,150
891.06,2999.49,0,3890.55,-2108.43,150
889.45,2996.26,0,3885.71,-2106.81,150
899.12,3015.6,0,3914.72,-2116.48,150
891.06,3025.27,0,3916.33,-2134.21,150
889.45,3009.16,1,3898.61,-2119.71,90
903.15,3004.32,1,3907.47,-2101.17,90
887.84,3002.71,1,3890.55,-2114.87,90
899.93,2999.49,1,3899.42,-2099.56,90
894.29,2999.49,1,3893.78,-2105.2,90
891.87,2999.49,1,3891.36,-2107.62,90
889.45,2980.15,1,3869.6,-2090.7,90
899.93,2970.48,1,3870.41,-2070.55,90
889.45,2973.71,1,3863.16,-2084.26,90
889.45,2983.37,1,3872.82,-2093.92,90
887.84,2983.37,1,3871.21,-2095.53,90
888.65,2980.15,1,3868.8,-2091.5,90
887.84,2954.37,1,3842.21,-2066.53,90
891.06,2964.04,1,3855.1,-2072.98,90
886.23,2981.76,1,3867.99,-2095.53,90
870.92,3002.71,1,3873.63,-2131.79,90
878.17,3004.32,1,3882.49,-2126.15,90
891.06,2989.82,1,3880.88,-2098.76,90
903.96,2989.82,1,3893.78,-2085.86,90
903.96,3002.71,1,3906.67,-2098.75,90
887.84,3002.71,2,3890.55,-2114.87,30
887.04,2999.49,2,3886.53,-2112.45,30
889.45,2986.6,2,3876.05,-2097.15,30
851.59,2947.92,2,3799.51,-2096.33,30
858.84,2926.98,2,3785.82,-2068.14,30
851.59,2923.75,2,3775.34,-2072.16,30
850.78,2886.69,2,3737.47,-2035.91,30
858.84,2886.69,2,3745.53,-2027.85,30
847.56,2912.48,2,3760.04,-2064.92,30
850.78,2886.69,2,3737.47,-2035.91,30
857.23,2938.26,2,3795.49,-2081.03,30
858.84,2944.7,2,3803.54,-2085.86,30
848.36,2947.92,2,3796.28,-2099.56,30
858.03,2938.26,2,3796.29,-2080.23,30
858.84,2931.81,2,3790.65,-2072.97,30
862.87,2904.42,2,3767.29,-2041.55,30
850.78,2941.48,2,3792.26,-2090.7,30
861.25,2947.92,2,3809.17,-2086.67,30
863.67,2928.59,2,3792.26,-2064.92,30
876.56,2922.14,2,3798.7,-2045.58,30
868.51,2925.37,0,3793.88,-2056.86,150
873.34,2886.69,0,3760.03,-2013.35,150
881.4,2925.37,0,3806.77,-2043.97,150
889.45,2980.15,0,3869.6,-2090.7,150
903.15,3004.32,0,3907.47,-2101.17,150
907.18,2976.93,0,3884.11,-2069.75,150
900.73,3015.6,0,3916.33,-2114.87,150
902.34,2989.82,0,3892.16,-2087.48,150
895.9,3015.6,0,3911.5,-2119.7,150
961.16,3089.72,0,4050.88,-2128.56,150
899.12,3026.88,0,3926,-2127.76,150
896.7,3028.49,0,3925.19,-2131.79,150
887.84,3047.83,0,3935.67,-2159.99,150
889.45,3026.88,0,3916.33,-2137.43,150
889.45,3020.43,0,3909.88,-2130.98,150
894.29,3012.38,0,3906.67,-2118.09,150
910.4,3015.6,0,3926,-2105.2,150
889.45,3025.27,0,3914.72,-2135.82,150
889.45,3028.49,0,3917.94,-2139.04,150
897.51,3013.99,0,3911.5,-2116.48,150
897.51,3034.94,2,3932.45,-2137.43,30
889.45,3038.16,2,3927.61,-2148.71,30
889.45,2938.26,2,3827.71,-2048.81,30
870.12,2931.81,2,3801.93,-2061.69,30
863.67,2922.14,2,3785.81,-2058.47,30
853.2,2930.2,2,3783.4,-2077,30
848.36,2938.26,2,3786.62,-2089.9,30
853.2,2931.81,2,3785.01,-2078.61,30
853.2,2883.47,2,3736.67,-2030.27,30
858.84,2909.25,2,3768.09,-2050.41,30
855.62,2912.48,2,3768.1,-2056.86,30
863.67,2904.42,2,3768.09,-2040.75,30
843.53,2943.9,2,3787.43,-2100.37,30
858.84,2918.92,2,3777.76,-2060.08,30
863.67,2912.48,2,3776.15,-2048.81,30
863.67,2912.48,2,3776.15,-2048.81,30
876.56,2912.48,2,3789.04,-2035.92,30
871.73,2910.86,2,3782.59,-2039.13,30
871.73,2912.48,2,3784.21,-2040.75,30
874.15,2912.48,2,3786.63,-2038.33,30
881.4,2905.22,1,3786.62,-2023.82,90
884.62,2923.75,1,3808.37,-2039.13,90
871.73,2969.68,1,3841.41,-2097.95,90
910.4,2954.37,1,3864.77,-2043.97,90
906.37,2931.81,1,3838.18,-2025.44,90
902.34,2982.57,1,3884.91,-2080.23,90
906.37,2970.48,1,3876.85,-2064.11,90
953.91,3067.16,1,4021.07,-2113.25,90
912.01,2980.15,1,3892.16,-2068.14,90
905.57,2969.68,1,3875.25,-2064.11,90
891.87,2941.48,1,3833.35,-2049.61,90
902.34,2981.76,1,3884.1,-2079.42,90
894.29,2983.37,1,3877.66,-2089.08,90
889.45,2964.04,1,3853.49,-2074.59,90
892.68,2968.87,1,3861.55,-2076.19,90
894.29,2973.71,1,3868,-2079.42,90
893.48,2973.71,1,3867.19,-2080.23,90
893.48,2964.04,1,3857.52,-2070.56,90
889.45,2960.82,1,3850.27,-2071.37,90
898.32,2970.48,1,3868.8,-2072.16,90
891.87,2964.04,0,3855.91,-2072.17,150
902.34,2976.93,0,3879.27,-2074.59,150
883.01,2999.49,0,3882.5,-2116.48,150
895.9,3009.16,0,3905.06,-2113.26,150
894.29,2986.6,0,3880.89,-2092.31,150
889.45,3009.16,0,3898.61,-2119.71,150
892.68,3004.32,0,3897,-2111.64,150
887.84,3002.71,0,3890.55,-2114.87,150
891.06,2983.37,0,3874.43,-2092.31,150
891.06,2976.93,0,3867.99,-2085.87,150
894.29,2986.6,0,3880.89,-2092.31,150
891.06,3009.16,0,3900.22,-2118.1,150
897.51,3001.1,0,3898.61,-2103.59,150
913.62,3014.79,0,3928.41,-2101.17,150
891.87,3067.16,0,3959.03,-2175.29,150
887.84,3086.5,0,3974.34,-2198.66,150
880.59,3092.94,0,3973.53,-2212.35,150
889.45,3105.83,0,3995.28,-2216.38,150
887.04,3105.83,0,3992.87,-2218.79,150
878.98,3092.94,0,3971.92,-2213.96,150
889.45,3092.94,1,3982.39,-2203.49,90
876.56,3091.33,1,3967.89,-2214.77,90
881.4,3089.72,1,3971.12,-2208.32,90
889.45,3080.05,1,3969.5,-2190.6,90
899.93,3038.16,1,3938.09,-2138.23,90
896.7,3054.27,1,3950.97,-2157.57,90
902.34,3073.61,1,3975.95,-2171.27,90
889.45,3057.5,1,3946.95,-2168.05,90
888.65,3057.5,1,3946.15,-2168.85,90
887.04,3073.61,1,3960.65,-2186.57,90
889.45,3073.61,1,3963.06,-2184.16,90
885.42,3081.67,1,3967.09,-2196.25,90
880.59,3057.5,1,3938.09,-2176.91,90
889.45,3060.72,1,3950.17,-2171.27,90
876.56,3073.61,1,3950.17,-2197.05,90
883.81,3083.28,1,3967.09,-2199.47,90
887.04,3073.61,1,3960.65,-2186.57,90
889.45,3057.5,1,3946.95,-2168.05,90
889.45,3081.67,1,3971.12,-2192.22,90
876.56,3073.61,1,3950.17,-2197.05,90
