right,left,lighting led pin,add,sub,light
906.37,2680.44,0,3586.81,-1774.07,150
902.34,2693.33,0,3595.67,-1790.99,150
894.29,2690.11,0,3584.4,-1795.82,150
899.93,2680.44,0,3580.37,-1780.51,150
900.73,2706.23,0,3606.96,-1805.5,150
912.82,2694.95,0,3607.77,-1782.13,150
908.79,2706.23,0,3615.02,-1797.44,150
898.32,2703,0,3601.32,-1804.68,150
912.01,2694.95,0,3606.96,-1782.94,150
899.12,2706.23,0,3605.35,-1807.11,150
902.34,2691.72,0,3594.06,-1789.38,150
891.06,2693.33,0,3584.39,-1802.27,150
887.84,2699.78,0,3587.62,-1811.94,150
902.34,2696.56,1,3598.9,-1794.22,90
893.48,2690.11,1,3583.59,-1796.63,90
902.34,2696.56,1,3598.9,-1794.22,90
915.23,2674,1,3589.23,-1758.77,90
906.37,2693.33,1,3599.7,-1786.96,90
899.12,2669.17,1,3568.29,-1770.05,90
890.26,2677.22,1,3567.48,-1786.96,90
891.87,2667.55,1,3559.42,-1775.68,90
960.35,2719.12,1,3679.47,-1758.77,90
900.73,2664.33,1,3565.06,-1763.6,90
891.87,2667.55,1,3559.42,-1775.68,90
889.45,2664.33,1,3553.78,-1774.88,90
883.01,2680.44,1,3563.45,-1797.43,90
889.45,2680.44,1,3569.89,-1790.99,90
876.56,2674,1,3550.56,-1797.44,90
887.04,2667.55,1,3554.59,-1780.51,90
877.37,2677.22,1,3554.59,-1799.85,90
876.56,2680.44,1,3557,-1803.88,90
887.04,2674,1,3561.04,-1786.96,90
887.04,2680.44,1,3567.48,-1793.4,90
887.84,2680.44,0,3568.28,-1792.6,150
876.56,2677.22,0,3553.78,-1800.66,150
889.45,2674,0,3563.45,-1784.55,150
884.62,2709.45,0,3594.07,-1824.83,150
880.59,2698.17,0,3578.76,-1817.58,150
875.76,2706.23,0,3581.99,-1830.47,150
886.23,2709.45,0,3595.68,-1823.22,150
883.01,2694.95,0,3577.96,-1811.94,150
889.45,2698.17,0,3587.62,-1808.72,150
891.87,2694.95,0,3586.82,-1803.08,150
878.98,2699.78,0,3578.76,-1820.8,150
878.17,2699.78,0,3577.95,-1821.61,150
928.12,2725.56,0,3653.68,-1797.44,150
877.37,2672.39,0,3549.76,-1795.02,150
873.34,2690.92,0,3564.26,-1817.58,150
880.59,2690.11,0,3570.7,-1809.52,150
870.12,2695.75,0,3565.87,-1825.63,150
879.79,2695.75,0,3575.54,-1815.96,150
876.56,2678.83,0,3555.39,-1802.27,150
876.56,2686.89,0,3563.45,-1810.33,150
